Source,Target,Weight,Type
170,527,33.0,Directed
140,92,8.0,Directed
140,170,27.0,Directed
140,271,25.0,Directed
140,292,23.0,Directed
140,320,19.0,Directed
140,527,33.0,Directed
140,531,17.0,Directed
271,92,38.0,Directed
271,151,19.0,Directed
271,170,30.0,Directed
271,527,26.0,Directed
271,531,75.0,Directed
292,151,34.0,Directed
292,170,34.0,Directed
292,526,24.0,Directed
292,527,33.0,Directed
292,531,36.0,Directed
320,40,28.0,Directed
320,92,34.0,Directed
320,204,40.0,Directed
320,271,27.0,Directed
320,464,21.0,Directed
527,151,29.0,Directed
527,170,33.0,Directed
527,292,15.0,Directed
531,151,67.0,Directed
531,170,17.0,Directed
531,292,27.0,Directed
531,525,37.0,Directed
531,526,8.0,Directed
531,527,28.0,Directed
531,532,18.0,Directed
151,170,24.0,Directed
151,292,38.0,Directed
151,525,35.0,Directed
151,526,39.0,Directed
151,527,40.0,Directed
151,531,19.0,Directed
151,532,33.0,Directed
525,124,32.0,Directed
525,151,37.0,Directed
525,170,29.0,Directed
525,271,41.0,Directed
525,292,48.0,Directed
525,526,13.0,Directed
525,527,44.0,Directed
525,528,10.0,Directed
525,529,25.0,Directed
525,530,43.0,Directed
525,531,40.0,Directed
525,532,55.0,Directed
526,124,10.0,Directed
526,151,41.0,Directed
526,170,18.0,Directed
526,263,23.0,Directed
526,292,48.0,Directed
526,525,38.0,Directed
526,527,29.0,Directed
526,529,31.0,Directed
526,530,20.0,Directed
526,531,48.0,Directed
526,532,23.0,Directed
532,124,22.0,Directed
532,151,41.0,Directed
532,170,33.0,Directed
532,271,18.0,Directed
532,292,45.0,Directed
532,525,29.0,Directed
532,526,35.0,Directed
532,527,43.0,Directed
532,529,65.0,Directed
532,530,35.0,Directed
532,531,27.0,Directed
204,92,38.0,Directed
204,271,53.0,Directed
204,320,14.0,Directed
204,527,17.0,Directed
254,34,47.0,Directed
254,40,38.0,Directed
254,46,43.0,Directed
254,69,31.0,Directed
254,81,14.0,Directed
254,91,22.0,Directed
254,92,19.0,Directed
254,179,28.0,Directed
254,271,42.0,Directed
254,318,36.0,Directed
254,320,25.0,Directed
34,40,22.0,Directed
34,92,35.0,Directed
34,254,35.0,Directed
34,271,5.0,Directed
34,312,28.0,Directed
34,320,28.0,Directed
34,464,48.0,Directed
34,620,27.0,Directed
34,622,12.0,Directed
34,809,33.0,Directed
40,34,26.0,Directed
40,84,25.0,Directed
40,92,21.0,Directed
40,254,8.0,Directed
40,271,9.0,Directed
40,460,15.0,Directed
40,464,31.0,Directed
40,620,34.0,Directed
312,34,21.0,Directed
312,40,30.0,Directed
312,79,20.0,Directed
312,92,19.0,Directed
312,179,24.0,Directed
312,254,27.0,Directed
312,320,16.0,Directed
312,451,16.0,Directed
312,460,23.0,Directed
312,464,33.0,Directed
312,510,15.0,Directed
312,620,22.0,Directed
464,40,17.0,Directed
464,254,31.0,Directed
464,271,28.0,Directed
464,320,37.0,Directed
464,527,22.0,Directed
464,622,25.0,Directed
620,34,10.0,Directed
620,40,22.0,Directed
620,84,28.0,Directed
620,254,21.0,Directed
620,271,35.0,Directed
620,320,37.0,Directed
620,451,38.0,Directed
620,464,28.0,Directed
622,84,14.0,Directed
622,179,14.0,Directed
622,254,63.0,Directed
622,271,44.0,Directed
622,320,50.0,Directed
622,406,18.0,Directed
622,451,24.0,Directed
622,464,15.0,Directed
622,620,33.0,Directed
622,809,23.0,Directed
809,34,29.0,Directed
809,40,49.0,Directed
809,84,29.0,Directed
809,92,25.0,Directed
809,179,25.0,Directed
809,254,25.0,Directed
809,271,46.0,Directed
809,312,19.0,Directed
809,320,38.0,Directed
809,406,19.0,Directed
809,451,36.0,Directed
809,464,27.0,Directed
809,620,44.0,Directed
46,81,16.0,Directed
46,90,31.0,Directed
46,91,39.0,Directed
46,92,29.0,Directed
46,271,34.0,Directed
46,318,72.0,Directed
46,535,31.0,Directed
81,46,57.0,Directed
81,60,55.0,Directed
81,90,23.0,Directed
81,91,49.0,Directed
81,179,34.0,Directed
81,254,24.0,Directed
81,271,32.0,Directed
81,318,46.0,Directed
81,320,18.0,Directed
81,391,44.0,Directed
81,464,30.0,Directed
81,535,33.0,Directed
81,566,28.0,Directed
90,46,29.0,Directed
90,81,33.0,Directed
90,91,28.0,Directed
90,271,56.0,Directed
90,318,18.0,Directed
90,566,40.0,Directed
91,46,49.0,Directed
91,81,18.0,Directed
91,90,49.0,Directed
91,98,27.0,Directed
91,179,16.0,Directed
91,271,40.0,Directed
91,318,24.0,Directed
91,464,44.0,Directed
91,527,32.0,Directed
91,535,58.0,Directed
318,46,31.0,Directed
318,60,70.0,Directed
318,62,52.0,Directed
318,81,45.0,Directed
318,90,58.0,Directed
318,91,29.0,Directed
318,92,47.0,Directed
318,151,72.0,Directed
318,179,30.0,Directed
318,271,31.0,Directed
318,320,16.0,Directed
318,329,25.0,Directed
318,527,17.0,Directed
318,535,27.0,Directed
535,46,41.0,Directed
535,81,16.0,Directed
535,90,41.0,Directed
535,91,70.0,Directed
535,271,39.0,Directed
535,318,58.0,Directed
535,566,13.0,Directed
69,162,32.0,Directed
69,244,7.0,Directed
69,676,29.0,Directed
69,798,14.0,Directed
162,69,36.0,Directed
162,92,25.0,Directed
244,101,14.0,Directed
244,121,37.0,Directed
244,159,20.0,Directed
244,162,24.0,Directed
244,197,52.0,Directed
244,215,24.0,Directed
244,228,47.0,Directed
244,261,14.0,Directed
244,432,28.0,Directed
244,625,17.0,Directed
244,694,52.0,Directed
244,697,20.0,Directed
244,751,35.0,Directed
676,69,36.0,Directed
676,162,8.0,Directed
798,121,4.0,Directed
798,314,24.0,Directed
798,536,25.0,Directed
798,562,33.0,Directed
798,625,12.0,Directed
798,694,89.0,Directed
179,46,48.0,Directed
179,81,63.0,Directed
179,91,57.0,Directed
179,92,29.0,Directed
179,170,16.0,Directed
179,244,11.0,Directed
179,271,36.0,Directed
179,318,38.0,Directed
179,329,24.0,Directed
179,566,29.0,Directed
179,615,30.0,Directed
329,84,38.0,Directed
329,92,52.0,Directed
329,170,23.0,Directed
329,204,18.0,Directed
329,254,20.0,Directed
329,271,11.0,Directed
329,320,21.0,Directed
329,527,12.0,Directed
566,46,30.0,Directed
566,81,36.0,Directed
566,90,14.0,Directed
566,91,21.0,Directed
566,92,4.0,Directed
566,98,8.0,Directed
566,151,10.0,Directed
566,179,13.0,Directed
566,271,23.0,Directed
566,318,30.0,Directed
566,527,12.0,Directed
566,535,19.0,Directed
566,760,8.0,Directed
615,46,19.0,Directed
615,81,11.0,Directed
615,91,4.0,Directed
615,92,15.0,Directed
615,170,5.0,Directed
615,179,19.0,Directed
615,271,13.0,Directed
615,292,23.0,Directed
615,527,7.0,Directed
263,92,21.0,Directed
263,271,6.0,Directed
263,292,8.0,Directed
263,320,12.0,Directed
263,527,8.0,Directed
390,69,7.0,Directed
390,92,18.0,Directed
390,271,27.0,Directed
390,320,13.0,Directed
390,348,13.0,Directed
390,384,12.0,Directed
390,397,18.0,Directed
390,510,21.0,Directed
390,579,22.0,Directed
390,676,15.0,Directed
348,92,36.0,Directed
348,204,12.0,Directed
348,254,19.0,Directed
348,271,27.0,Directed
348,292,24.0,Directed
348,318,18.0,Directed
348,320,22.0,Directed
348,329,28.0,Directed
348,384,21.0,Directed
348,390,39.0,Directed
348,510,35.0,Directed
348,527,34.0,Directed
384,17,21.0,Directed
384,69,24.0,Directed
384,92,31.0,Directed
384,271,23.0,Directed
384,320,25.0,Directed
384,390,18.0,Directed
384,397,13.0,Directed
384,510,14.0,Directed
384,824,4.0,Directed
510,84,8.0,Directed
510,92,25.0,Directed
510,179,23.0,Directed
510,271,8.0,Directed
510,320,10.0,Directed
510,329,13.0,Directed
510,348,10.0,Directed
397,92,28.0,Directed
397,271,6.0,Directed
397,320,37.0,Directed
397,348,15.0,Directed
397,390,11.0,Directed
397,510,18.0,Directed
579,17,4.0,Directed
579,151,5.0,Directed
579,192,13.0,Directed
579,431,17.0,Directed
579,527,22.0,Directed
192,70,30.0,Directed
192,123,11.0,Directed
192,231,18.0,Directed
192,288,34.0,Directed
192,334,10.0,Directed
192,431,35.0,Directed
192,463,39.0,Directed
192,579,16.0,Directed
431,258,30.0,Directed
431,799,21.0,Directed
440,41,28.0,Directed
440,599,10.0,Directed
41,57,4.0,Directed
41,440,37.0,Directed
41,536,14.0,Directed
41,562,10.0,Directed
41,599,14.0,Directed
41,629,7.0,Directed
41,778,10.0,Directed
41,798,4.0,Directed
536,95,18.0,Directed
536,144,20.0,Directed
536,174,4.0,Directed
536,175,17.0,Directed
536,181,34.0,Directed
536,219,18.0,Directed
536,240,24.0,Directed
536,562,20.0,Directed
536,727,15.0,Directed
536,763,14.0,Directed
536,798,8.0,Directed
95,33,26.0,Directed
95,66,25.0,Directed
95,85,24.0,Directed
95,89,17.0,Directed
95,108,17.0,Directed
95,117,21.0,Directed
95,157,44.0,Directed
95,168,24.0,Directed
95,175,40.0,Directed
95,176,28.0,Directed
95,181,90.0,Directed
95,193,33.0,Directed
95,219,27.0,Directed
95,226,19.0,Directed
95,233,26.0,Directed
95,240,45.0,Directed
95,241,33.0,Directed
95,250,38.0,Directed
95,364,66.0,Directed
95,416,25.0,Directed
95,477,27.0,Directed
95,640,26.0,Directed
95,682,35.0,Directed
95,698,11.0,Directed
95,763,81.0,Directed
95,764,18.0,Directed
33,20,4.0,Directed
33,42,38.0,Directed
33,66,4.0,Directed
33,67,9.0,Directed
33,75,13.0,Directed
33,85,21.0,Directed
33,89,30.0,Directed
33,95,58.0,Directed
33,108,41.0,Directed
33,117,32.0,Directed
33,157,25.0,Directed
33,168,43.0,Directed
33,173,32.0,Directed
33,175,45.0,Directed
33,176,27.0,Directed
33,181,56.0,Directed
33,193,54.0,Directed
33,219,14.0,Directed
33,226,28.0,Directed
33,233,15.0,Directed
33,235,23.0,Directed
33,240,63.0,Directed
33,241,33.0,Directed
33,250,51.0,Directed
33,289,12.0,Directed
33,364,61.0,Directed
33,416,19.0,Directed
33,461,25.0,Directed
33,477,43.0,Directed
33,478,37.0,Directed
33,640,14.0,Directed
33,682,33.0,Directed
33,698,37.0,Directed
33,763,59.0,Directed
33,764,22.0,Directed
66,20,23.0,Directed
66,33,42.0,Directed
66,42,21.0,Directed
66,55,18.0,Directed
66,67,33.0,Directed
66,75,22.0,Directed
66,85,41.0,Directed
66,89,23.0,Directed
66,95,88.0,Directed
66,108,37.0,Directed
66,117,26.0,Directed
66,157,39.0,Directed
66,168,60.0,Directed
66,172,13.0,Directed
66,173,15.0,Directed
66,175,64.0,Directed
66,176,52.0,Directed
66,181,57.0,Directed
66,193,47.0,Directed
66,219,15.0,Directed
66,233,36.0,Directed
66,235,13.0,Directed
66,240,40.0,Directed
66,241,48.0,Directed
66,250,51.0,Directed
66,267,23.0,Directed
66,289,18.0,Directed
66,364,58.0,Directed
66,416,34.0,Directed
66,461,4.0,Directed
66,477,33.0,Directed
66,478,38.0,Directed
66,640,46.0,Directed
66,682,41.0,Directed
66,698,12.0,Directed
66,763,50.0,Directed
66,764,35.0,Directed
85,33,31.0,Directed
85,42,15.0,Directed
85,43,8.0,Directed
85,89,15.0,Directed
85,95,25.0,Directed
85,108,27.0,Directed
85,117,39.0,Directed
85,157,18.0,Directed
85,168,38.0,Directed
85,175,27.0,Directed
85,176,18.0,Directed
85,181,37.0,Directed
85,193,25.0,Directed
85,201,11.0,Directed
85,219,14.0,Directed
85,233,24.0,Directed
85,240,39.0,Directed
85,241,21.0,Directed
85,250,26.0,Directed
85,289,12.0,Directed
85,364,30.0,Directed
85,416,30.0,Directed
85,477,42.0,Directed
85,478,23.0,Directed
85,640,26.0,Directed
85,682,10.0,Directed
85,698,17.0,Directed
85,763,45.0,Directed
85,764,21.0,Directed
89,20,35.0,Directed
89,33,55.0,Directed
89,42,41.0,Directed
89,67,27.0,Directed
89,75,15.0,Directed
89,85,21.0,Directed
89,95,63.0,Directed
89,108,51.0,Directed
89,117,58.0,Directed
89,157,26.0,Directed
89,168,36.0,Directed
89,172,9.0,Directed
89,173,29.0,Directed
89,175,34.0,Directed
89,176,28.0,Directed
89,181,58.0,Directed
89,193,44.0,Directed
89,201,22.0,Directed
89,226,33.0,Directed
89,233,21.0,Directed
89,240,66.0,Directed
89,241,17.0,Directed
89,250,50.0,Directed
89,267,20.0,Directed
89,289,38.0,Directed
89,364,47.0,Directed
89,416,44.0,Directed
89,461,18.0,Directed
89,477,40.0,Directed
89,478,32.0,Directed
89,625,29.0,Directed
89,640,25.0,Directed
89,682,70.0,Directed
89,698,40.0,Directed
89,763,65.0,Directed
89,764,61.0,Directed
108,20,14.0,Directed
108,33,53.0,Directed
108,42,35.0,Directed
108,55,24.0,Directed
108,66,21.0,Directed
108,67,31.0,Directed
108,85,18.0,Directed
108,89,51.0,Directed
108,95,46.0,Directed
108,117,34.0,Directed
108,157,45.0,Directed
108,168,38.0,Directed
108,172,35.0,Directed
108,173,26.0,Directed
108,175,64.0,Directed
108,176,31.0,Directed
108,181,60.0,Directed
108,193,47.0,Directed
108,219,15.0,Directed
108,226,46.0,Directed
108,233,30.0,Directed
108,235,19.0,Directed
108,240,54.0,Directed
108,241,30.0,Directed
108,250,66.0,Directed
108,289,32.0,Directed
108,364,69.0,Directed
108,416,22.0,Directed
108,461,70.0,Directed
108,477,62.0,Directed
108,478,41.0,Directed
108,640,57.0,Directed
108,682,32.0,Directed
108,698,53.0,Directed
108,763,95.0,Directed
108,764,43.0,Directed
117,33,15.0,Directed
117,42,16.0,Directed
117,73,26.0,Directed
117,75,15.0,Directed
117,85,27.0,Directed
117,95,40.0,Directed
117,100,17.0,Directed
117,108,42.0,Directed
117,118,70.0,Directed
117,138,34.0,Directed
117,144,58.0,Directed
117,157,14.0,Directed
117,160,31.0,Directed
117,164,4.0,Directed
117,168,30.0,Directed
117,175,18.0,Directed
117,176,34.0,Directed
117,181,30.0,Directed
117,193,16.0,Directed
117,233,35.0,Directed
117,240,27.0,Directed
117,241,27.0,Directed
117,250,48.0,Directed
117,338,23.0,Directed
117,364,42.0,Directed
117,416,15.0,Directed
117,477,33.0,Directed
117,478,17.0,Directed
117,640,49.0,Directed
117,682,17.0,Directed
117,710,22.0,Directed
117,763,36.0,Directed
117,764,8.0,Directed
117,798,6.0,Directed
157,33,31.0,Directed
157,42,27.0,Directed
157,66,24.0,Directed
157,85,13.0,Directed
157,89,64.0,Directed
157,95,53.0,Directed
157,108,54.0,Directed
157,117,61.0,Directed
157,168,38.0,Directed
157,175,26.0,Directed
157,176,17.0,Directed
157,181,52.0,Directed
157,193,44.0,Directed
157,226,26.0,Directed
157,233,33.0,Directed
157,240,48.0,Directed
157,241,38.0,Directed
157,250,63.0,Directed
157,364,38.0,Directed
157,416,16.0,Directed
157,477,29.0,Directed
157,478,11.0,Directed
157,640,12.0,Directed
157,682,16.0,Directed
157,698,19.0,Directed
157,763,52.0,Directed
157,764,17.0,Directed
168,33,19.0,Directed
168,42,6.0,Directed
168,85,4.0,Directed
168,89,12.0,Directed
168,95,24.0,Directed
168,108,9.0,Directed
168,117,14.0,Directed
168,157,16.0,Directed
168,175,19.0,Directed
168,176,14.0,Directed
168,181,34.0,Directed
168,193,21.0,Directed
168,219,4.0,Directed
168,226,10.0,Directed
168,233,7.0,Directed
168,240,31.0,Directed
168,241,17.0,Directed
168,250,35.0,Directed
168,289,4.0,Directed
168,364,28.0,Directed
168,416,5.0,Directed
168,477,12.0,Directed
168,478,7.0,Directed
168,640,10.0,Directed
168,682,6.0,Directed
168,698,13.0,Directed
168,763,45.0,Directed
168,764,18.0,Directed
175,22,12.0,Directed
175,66,11.0,Directed
175,71,18.0,Directed
175,89,18.0,Directed
175,95,35.0,Directed
175,108,14.0,Directed
175,157,19.0,Directed
175,168,13.0,Directed
175,176,35.0,Directed
175,181,36.0,Directed
175,193,30.0,Directed
175,233,21.0,Directed
175,240,25.0,Directed
175,241,34.0,Directed
175,250,28.0,Directed
175,364,51.0,Directed
175,463,27.0,Directed
175,477,38.0,Directed
175,478,22.0,Directed
175,640,27.0,Directed
175,682,26.0,Directed
175,698,23.0,Directed
175,763,33.0,Directed
175,764,12.0,Directed
176,22,4.0,Directed
176,33,14.0,Directed
176,66,6.0,Directed
176,71,10.0,Directed
176,89,10.0,Directed
176,95,35.0,Directed
176,108,10.0,Directed
176,117,9.0,Directed
176,157,15.0,Directed
176,158,4.0,Directed
176,168,17.0,Directed
176,173,4.0,Directed
176,175,66.0,Directed
176,181,28.0,Directed
176,191,11.0,Directed
176,193,27.0,Directed
176,219,5.0,Directed
176,226,4.0,Directed
176,233,19.0,Directed
176,240,29.0,Directed
176,241,31.0,Directed
176,250,34.0,Directed
176,288,12.0,Directed
176,289,18.0,Directed
176,364,39.0,Directed
176,416,10.0,Directed
176,463,20.0,Directed
176,477,44.0,Directed
176,478,17.0,Directed
176,640,16.0,Directed
176,682,26.0,Directed
176,698,13.0,Directed
176,763,42.0,Directed
176,764,22.0,Directed
181,33,18.0,Directed
181,42,27.0,Directed
181,66,22.0,Directed
181,85,29.0,Directed
181,95,56.0,Directed
181,108,21.0,Directed
181,117,34.0,Directed
181,157,38.0,Directed
181,168,19.0,Directed
181,175,34.0,Directed
181,176,33.0,Directed
181,193,27.0,Directed
181,219,19.0,Directed
181,233,19.0,Directed
181,240,54.0,Directed
181,241,21.0,Directed
181,250,43.0,Directed
181,289,10.0,Directed
181,364,42.0,Directed
181,416,20.0,Directed
181,477,31.0,Directed
181,478,4.0,Directed
181,640,16.0,Directed
181,682,27.0,Directed
181,763,71.0,Directed
181,764,25.0,Directed
193,33,39.0,Directed
193,66,17.0,Directed
193,85,32.0,Directed
193,89,25.0,Directed
193,95,75.0,Directed
193,108,30.0,Directed
193,117,16.0,Directed
193,157,24.0,Directed
193,168,28.0,Directed
193,175,46.0,Directed
193,176,21.0,Directed
193,181,62.0,Directed
193,219,8.0,Directed
193,226,18.0,Directed
193,233,24.0,Directed
193,240,43.0,Directed
193,241,24.0,Directed
193,250,46.0,Directed
193,289,4.0,Directed
193,364,59.0,Directed
193,416,26.0,Directed
193,477,45.0,Directed
193,478,22.0,Directed
193,640,21.0,Directed
193,682,53.0,Directed
193,698,20.0,Directed
193,763,67.0,Directed
193,764,25.0,Directed
219,28,16.0,Directed
219,73,8.0,Directed
219,117,33.0,Directed
219,536,26.0,Directed
219,625,9.0,Directed
219,763,23.0,Directed
219,798,36.0,Directed
226,33,37.0,Directed
226,42,21.0,Directed
226,67,26.0,Directed
226,75,13.0,Directed
226,85,16.0,Directed
226,89,33.0,Directed
226,95,32.0,Directed
226,108,16.0,Directed
226,117,31.0,Directed
226,157,39.0,Directed
226,168,30.0,Directed
226,172,9.0,Directed
226,173,12.0,Directed
226,175,21.0,Directed
226,176,11.0,Directed
226,181,41.0,Directed
226,193,25.0,Directed
226,233,8.0,Directed
226,240,32.0,Directed
226,241,11.0,Directed
226,250,35.0,Directed
226,364,40.0,Directed
226,416,14.0,Directed
226,461,11.0,Directed
226,477,26.0,Directed
226,478,10.0,Directed
226,640,16.0,Directed
226,682,8.0,Directed
226,698,17.0,Directed
226,763,44.0,Directed
226,764,32.0,Directed
233,33,18.0,Directed
233,42,32.0,Directed
233,66,28.0,Directed
233,67,12.0,Directed
233,85,18.0,Directed
233,89,18.0,Directed
233,95,80.0,Directed
233,108,36.0,Directed
233,117,17.0,Directed
233,157,29.0,Directed
233,168,21.0,Directed
233,172,21.0,Directed
233,173,26.0,Directed
233,175,48.0,Directed
233,176,51.0,Directed
233,181,64.0,Directed
233,193,56.0,Directed
233,226,11.0,Directed
233,240,59.0,Directed
233,241,62.0,Directed
233,250,43.0,Directed
233,364,75.0,Directed
233,416,14.0,Directed
233,477,60.0,Directed
233,478,40.0,Directed
233,640,21.0,Directed
233,682,37.0,Directed
233,698,34.0,Directed
233,763,47.0,Directed
233,764,38.0,Directed
240,33,11.0,Directed
240,66,10.0,Directed
240,85,11.0,Directed
240,89,8.0,Directed
240,95,42.0,Directed
240,108,17.0,Directed
240,117,6.0,Directed
240,157,22.0,Directed
240,168,31.0,Directed
240,175,32.0,Directed
240,176,15.0,Directed
240,181,59.0,Directed
240,193,28.0,Directed
240,233,28.0,Directed
240,241,31.0,Directed
240,250,49.0,Directed
240,364,45.0,Directed
240,416,39.0,Directed
240,477,20.0,Directed
240,478,8.0,Directed
240,640,11.0,Directed
240,682,19.0,Directed
240,763,82.0,Directed
240,764,18.0,Directed
241,33,21.0,Directed
241,42,15.0,Directed
241,66,27.0,Directed
241,85,23.0,Directed
241,89,13.0,Directed
241,95,55.0,Directed
241,108,32.0,Directed
241,117,46.0,Directed
241,157,22.0,Directed
241,168,55.0,Directed
241,173,72.0,Directed
241,175,70.0,Directed
241,176,56.0,Directed
241,181,103.0,Directed
241,193,41.0,Directed
241,219,4.0,Directed
241,226,6.0,Directed
241,233,26.0,Directed
241,240,71.0,Directed
241,250,33.0,Directed
241,289,4.0,Directed
241,364,41.0,Directed
241,416,12.0,Directed
241,477,23.0,Directed
241,478,9.0,Directed
241,640,26.0,Directed
241,682,21.0,Directed
241,698,6.0,Directed
241,763,58.0,Directed
241,764,39.0,Directed
250,33,17.0,Directed
250,42,9.0,Directed
250,66,4.0,Directed
250,85,9.0,Directed
250,95,36.0,Directed
250,108,10.0,Directed
250,117,12.0,Directed
250,157,18.0,Directed
250,168,25.0,Directed
250,175,20.0,Directed
250,176,11.0,Directed
250,181,40.0,Directed
250,193,22.0,Directed
250,226,4.0,Directed
250,233,16.0,Directed
250,240,41.0,Directed
250,241,17.0,Directed
250,364,37.0,Directed
250,477,20.0,Directed
250,478,5.0,Directed
250,640,10.0,Directed
250,682,11.0,Directed
250,698,10.0,Directed
250,763,55.0,Directed
250,764,17.0,Directed
364,33,12.0,Directed
364,66,6.0,Directed
364,85,13.0,Directed
364,95,40.0,Directed
364,157,12.0,Directed
364,168,16.0,Directed
364,175,24.0,Directed
364,176,11.0,Directed
364,181,27.0,Directed
364,193,22.0,Directed
364,219,4.0,Directed
364,233,14.0,Directed
364,240,28.0,Directed
364,241,11.0,Directed
364,250,25.0,Directed
364,416,6.0,Directed
364,477,19.0,Directed
364,478,5.0,Directed
364,682,8.0,Directed
364,763,47.0,Directed
364,764,15.0,Directed
416,33,17.0,Directed
416,42,23.0,Directed
416,43,10.0,Directed
416,75,5.0,Directed
416,85,27.0,Directed
416,89,12.0,Directed
416,95,26.0,Directed
416,108,18.0,Directed
416,117,25.0,Directed
416,157,20.0,Directed
416,168,27.0,Directed
416,172,14.0,Directed
416,175,20.0,Directed
416,176,12.0,Directed
416,181,36.0,Directed
416,193,16.0,Directed
416,219,5.0,Directed
416,233,9.0,Directed
416,235,4.0,Directed
416,240,38.0,Directed
416,241,12.0,Directed
416,250,33.0,Directed
416,267,11.0,Directed
416,289,14.0,Directed
416,364,23.0,Directed
416,477,16.0,Directed
416,478,15.0,Directed
416,625,4.0,Directed
416,640,5.0,Directed
416,698,11.0,Directed
416,763,36.0,Directed
416,764,11.0,Directed
477,33,17.0,Directed
477,66,5.0,Directed
477,85,11.0,Directed
477,89,13.0,Directed
477,95,47.0,Directed
477,108,10.0,Directed
477,117,12.0,Directed
477,157,22.0,Directed
477,168,19.0,Directed
477,175,36.0,Directed
477,176,22.0,Directed
477,181,43.0,Directed
477,193,41.0,Directed
477,219,7.0,Directed
477,233,19.0,Directed
477,240,37.0,Directed
477,241,16.0,Directed
477,250,31.0,Directed
477,289,4.0,Directed
477,364,49.0,Directed
477,416,14.0,Directed
477,478,17.0,Directed
477,640,6.0,Directed
477,682,19.0,Directed
477,698,11.0,Directed
477,763,45.0,Directed
477,764,16.0,Directed
640,33,6.0,Directed
640,42,7.0,Directed
640,66,13.0,Directed
640,85,18.0,Directed
640,89,4.0,Directed
640,95,28.0,Directed
640,108,13.0,Directed
640,117,11.0,Directed
640,157,16.0,Directed
640,168,25.0,Directed
640,173,9.0,Directed
640,175,31.0,Directed
640,176,29.0,Directed
640,181,60.0,Directed
640,193,20.0,Directed
640,226,14.0,Directed
640,233,25.0,Directed
640,240,43.0,Directed
640,241,43.0,Directed
640,250,34.0,Directed
640,267,20.0,Directed
640,289,4.0,Directed
640,364,33.0,Directed
640,416,4.0,Directed
640,477,24.0,Directed
640,478,18.0,Directed
640,682,18.0,Directed
640,698,4.0,Directed
640,763,45.0,Directed
640,764,36.0,Directed
682,33,21.0,Directed
682,42,15.0,Directed
682,66,21.0,Directed
682,67,8.0,Directed
682,85,20.0,Directed
682,89,16.0,Directed
682,95,53.0,Directed
682,108,23.0,Directed
682,117,17.0,Directed
682,157,27.0,Directed
682,168,21.0,Directed
682,172,15.0,Directed
682,173,11.0,Directed
682,175,40.0,Directed
682,176,29.0,Directed
682,181,47.0,Directed
682,193,63.0,Directed
682,219,5.0,Directed
682,226,10.0,Directed
682,233,42.0,Directed
682,240,40.0,Directed
682,241,30.0,Directed
682,250,37.0,Directed
682,289,5.0,Directed
682,364,57.0,Directed
682,416,16.0,Directed
682,461,9.0,Directed
682,477,48.0,Directed
682,478,35.0,Directed
682,640,24.0,Directed
682,698,13.0,Directed
682,763,47.0,Directed
682,764,35.0,Directed
698,20,16.0,Directed
698,33,72.0,Directed
698,42,29.0,Directed
698,67,12.0,Directed
698,75,12.0,Directed
698,85,12.0,Directed
698,89,41.0,Directed
698,95,49.0,Directed
698,108,28.0,Directed
698,117,18.0,Directed
698,157,33.0,Directed
698,168,39.0,Directed
698,172,11.0,Directed
698,173,17.0,Directed
698,175,39.0,Directed
698,176,19.0,Directed
698,181,42.0,Directed
698,193,51.0,Directed
698,219,5.0,Directed
698,226,25.0,Directed
698,233,17.0,Directed
698,235,8.0,Directed
698,240,41.0,Directed
698,241,18.0,Directed
698,250,55.0,Directed
698,289,12.0,Directed
698,364,53.0,Directed
698,416,16.0,Directed
698,461,11.0,Directed
698,477,42.0,Directed
698,478,13.0,Directed
698,640,14.0,Directed
698,682,16.0,Directed
698,763,45.0,Directed
698,764,18.0,Directed
763,33,10.0,Directed
763,66,4.0,Directed
763,85,7.0,Directed
763,95,29.0,Directed
763,157,4.0,Directed
763,168,7.0,Directed
763,175,27.0,Directed
763,181,28.0,Directed
763,193,17.0,Directed
763,240,38.0,Directed
763,241,13.0,Directed
763,250,34.0,Directed
763,364,40.0,Directed
763,416,7.0,Directed
763,477,11.0,Directed
763,478,4.0,Directed
763,682,5.0,Directed
763,764,18.0,Directed
764,33,16.0,Directed
764,66,14.0,Directed
764,85,14.0,Directed
764,89,13.0,Directed
764,95,47.0,Directed
764,108,15.0,Directed
764,117,25.0,Directed
764,157,27.0,Directed
764,168,23.0,Directed
764,175,31.0,Directed
764,176,21.0,Directed
764,181,51.0,Directed
764,193,36.0,Directed
764,219,5.0,Directed
764,226,23.0,Directed
764,233,29.0,Directed
764,240,52.0,Directed
764,241,46.0,Directed
764,250,37.0,Directed
764,289,4.0,Directed
764,364,46.0,Directed
764,416,8.0,Directed
764,477,29.0,Directed
764,478,13.0,Directed
764,640,28.0,Directed
764,682,31.0,Directed
764,698,10.0,Directed
764,763,75.0,Directed
144,17,4.0,Directed
144,73,8.0,Directed
144,100,9.0,Directed
144,160,10.0,Directed
144,432,4.0,Directed
144,461,9.0,Directed
144,536,11.0,Directed
144,562,9.0,Directed
144,625,9.0,Directed
144,710,4.0,Directed
144,798,15.0,Directed
73,3,8.0,Directed
73,25,12.0,Directed
73,52,4.0,Directed
73,76,8.0,Directed
73,100,14.0,Directed
73,138,4.0,Directed
73,144,20.0,Directed
73,160,13.0,Directed
73,174,12.0,Directed
73,238,15.0,Directed
73,338,14.0,Directed
73,392,4.0,Directed
73,509,4.0,Directed
73,536,23.0,Directed
73,562,7.0,Directed
73,625,20.0,Directed
73,798,20.0,Directed
