Source,Target,Weight,Type
729,336,27.0,Directed
729,344,20.0,Directed
729,349,6.0,Directed
729,351,11.0,Directed
729,357,15.0,Directed
729,368,13.0,Directed
729,380,35.0,Directed
729,393,23.0,Directed
729,415,11.0,Directed
729,430,11.0,Directed
729,448,26.0,Directed
729,467,27.0,Directed
729,471,26.0,Directed
729,473,16.0,Directed
729,480,28.0,Directed
729,484,17.0,Directed
729,500,30.0,Directed
729,541,20.0,Directed
729,560,6.0,Directed
729,563,15.0,Directed
729,565,25.0,Directed
729,588,12.0,Directed
729,605,24.0,Directed
729,646,9.0,Directed
729,671,17.0,Directed
729,683,13.0,Directed
729,717,21.0,Directed
729,718,29.0,Directed
729,722,25.0,Directed
729,730,20.0,Directed
729,747,23.0,Directed
729,766,10.0,Directed
729,769,6.0,Directed
729,777,28.0,Directed
729,805,11.0,Directed
729,813,20.0,Directed
332,344,17.0,Directed
332,351,26.0,Directed
332,357,25.0,Directed
332,368,19.0,Directed
332,380,13.0,Directed
332,393,28.0,Directed
332,425,14.0,Directed
332,430,26.0,Directed
332,448,23.0,Directed
332,471,19.0,Directed
332,473,9.0,Directed
332,480,9.0,Directed
332,484,26.0,Directed
332,500,13.0,Directed
332,563,23.0,Directed
332,565,12.0,Directed
332,603,16.0,Directed
332,683,25.0,Directed
332,717,23.0,Directed
332,718,14.0,Directed
332,722,15.0,Directed
332,729,14.0,Directed
332,730,14.0,Directed
332,747,29.0,Directed
332,777,12.0,Directed
332,805,18.0,Directed
332,811,5.0,Directed
332,813,10.0,Directed
336,261,14.0,Directed
336,335,31.0,Directed
336,343,15.0,Directed
336,380,16.0,Directed
336,393,26.0,Directed
336,399,13.0,Directed
336,433,26.0,Directed
336,448,23.0,Directed
336,471,28.0,Directed
336,473,28.0,Directed
336,480,5.0,Directed
336,500,21.0,Directed
336,541,26.0,Directed
336,547,13.0,Directed
336,560,23.0,Directed
336,564,8.0,Directed
336,588,35.0,Directed
336,642,16.0,Directed
336,646,13.0,Directed
336,687,7.0,Directed
336,688,13.0,Directed
336,690,14.0,Directed
336,691,30.0,Directed
336,717,17.0,Directed
336,722,9.0,Directed
336,724,5.0,Directed
336,730,10.0,Directed
336,747,13.0,Directed
336,753,5.0,Directed
336,754,23.0,Directed
336,769,11.0,Directed
336,776,13.0,Directed
336,777,14.0,Directed
336,822,28.0,Directed
349,261,10.0,Directed
349,287,21.0,Directed
349,336,23.0,Directed
349,337,39.0,Directed
349,380,17.0,Directed
349,393,22.0,Directed
349,430,20.0,Directed
349,433,29.0,Directed
349,448,38.0,Directed
349,467,24.0,Directed
349,471,14.0,Directed
349,480,9.0,Directed
349,500,37.0,Directed
349,541,9.0,Directed
349,577,19.0,Directed
349,611,12.0,Directed
349,646,15.0,Directed
349,683,5.0,Directed
349,688,28.0,Directed
349,690,25.0,Directed
349,697,18.0,Directed
349,717,22.0,Directed
349,722,22.0,Directed
349,724,9.0,Directed
349,729,14.0,Directed
349,730,15.0,Directed
349,747,35.0,Directed
349,754,24.0,Directed
349,777,19.0,Directed
349,805,19.0,Directed
349,813,17.0,Directed
349,822,13.0,Directed
351,273,13.0,Directed
351,344,22.0,Directed
351,357,26.0,Directed
351,368,29.0,Directed
351,393,46.0,Directed
351,430,6.0,Directed
351,433,11.0,Directed
351,448,36.0,Directed
351,471,31.0,Directed
351,480,24.0,Directed
351,484,25.0,Directed
351,563,5.0,Directed
351,588,34.0,Directed
351,683,23.0,Directed
351,691,12.0,Directed
351,692,30.0,Directed
351,693,26.0,Directed
351,694,19.0,Directed
351,717,22.0,Directed
351,718,25.0,Directed
351,722,32.0,Directed
351,729,14.0,Directed
351,730,45.0,Directed
351,747,23.0,Directed
351,769,12.0,Directed
351,805,12.0,Directed
351,813,10.0,Directed
467,336,33.0,Directed
467,349,30.0,Directed
467,393,25.0,Directed
467,430,14.0,Directed
467,448,28.0,Directed
467,473,26.0,Directed
467,480,13.0,Directed
467,500,32.0,Directed
467,541,37.0,Directed
467,547,14.0,Directed
467,611,29.0,Directed
467,646,40.0,Directed
467,683,7.0,Directed
467,688,18.0,Directed
467,717,16.0,Directed
467,722,22.0,Directed
467,730,31.0,Directed
467,747,20.0,Directed
467,754,33.0,Directed
467,776,13.0,Directed
467,777,45.0,Directed
467,822,16.0,Directed
541,273,11.0,Directed
541,337,27.0,Directed
541,344,10.0,Directed
541,349,13.0,Directed
541,380,16.0,Directed
541,393,34.0,Directed
541,399,15.0,Directed
541,430,13.0,Directed
541,433,5.0,Directed
541,448,13.0,Directed
541,467,20.0,Directed
541,471,13.0,Directed
541,473,7.0,Directed
541,480,29.0,Directed
541,484,21.0,Directed
541,500,24.0,Directed
541,563,34.0,Directed
541,565,14.0,Directed
541,588,29.0,Directed
541,646,27.0,Directed
541,654,5.0,Directed
541,683,12.0,Directed
541,690,5.0,Directed
541,717,7.0,Directed
541,718,15.0,Directed
541,722,15.0,Directed
541,729,16.0,Directed
541,730,13.0,Directed
541,747,17.0,Directed
541,754,31.0,Directed
541,769,15.0,Directed
541,776,23.0,Directed
541,777,34.0,Directed
541,805,15.0,Directed
541,813,28.0,Directed
565,274,16.0,Directed
565,321,31.0,Directed
565,352,29.0,Directed
565,357,5.0,Directed
565,393,31.0,Directed
565,398,22.0,Directed
565,430,34.0,Directed
565,448,32.0,Directed
565,471,27.0,Directed
565,480,7.0,Directed
565,481,29.0,Directed
565,500,13.0,Directed
565,571,23.0,Directed
565,575,13.0,Directed
565,604,18.0,Directed
565,654,25.0,Directed
565,666,10.0,Directed
565,670,44.0,Directed
565,683,11.0,Directed
565,699,9.0,Directed
565,717,9.0,Directed
565,722,13.0,Directed
565,730,9.0,Directed
565,735,15.0,Directed
565,748,12.0,Directed
565,749,10.0,Directed
565,777,10.0,Directed
565,817,12.0,Directed
646,286,14.0,Directed
646,336,9.0,Directed
646,349,12.0,Directed
646,393,15.0,Directed
646,430,10.0,Directed
646,448,22.0,Directed
646,471,6.0,Directed
646,473,14.0,Directed
646,480,10.0,Directed
646,500,30.0,Directed
646,541,25.0,Directed
646,565,12.0,Directed
646,577,6.0,Directed
646,588,7.0,Directed
646,683,17.0,Directed
646,704,5.0,Directed
646,717,26.0,Directed
646,718,19.0,Directed
646,722,18.0,Directed
646,730,8.0,Directed
646,747,15.0,Directed
646,754,12.0,Directed
646,776,18.0,Directed
646,777,31.0,Directed
646,822,13.0,Directed
671,1,16.0,Directed
671,273,26.0,Directed
671,336,12.0,Directed
671,349,14.0,Directed
671,393,12.0,Directed
671,430,19.0,Directed
671,448,12.0,Directed
671,467,9.0,Directed
671,471,15.0,Directed
671,473,17.0,Directed
671,480,14.0,Directed
671,500,17.0,Directed
671,541,11.0,Directed
671,547,5.0,Directed
671,560,12.0,Directed
671,565,13.0,Directed
671,603,12.0,Directed
671,611,18.0,Directed
671,646,8.0,Directed
671,683,11.0,Directed
671,717,11.0,Directed
671,722,5.0,Directed
671,730,12.0,Directed
671,747,23.0,Directed
671,776,17.0,Directed
671,777,11.0,Directed
671,813,12.0,Directed
671,822,6.0,Directed
718,273,23.0,Directed
718,336,18.0,Directed
718,344,14.0,Directed
718,351,21.0,Directed
718,357,21.0,Directed
718,380,19.0,Directed
718,393,27.0,Directed
718,430,18.0,Directed
718,448,26.0,Directed
718,471,16.0,Directed
718,480,23.0,Directed
718,484,17.0,Directed
718,500,27.0,Directed
718,541,15.0,Directed
718,563,13.0,Directed
718,646,19.0,Directed
718,690,22.0,Directed
718,717,21.0,Directed
718,722,33.0,Directed
718,729,12.0,Directed
718,730,11.0,Directed
718,747,18.0,Directed
718,776,12.0,Directed
718,777,21.0,Directed
718,811,10.0,Directed
766,273,14.0,Directed
766,307,12.0,Directed
766,337,18.0,Directed
766,351,20.0,Directed
766,357,15.0,Directed
766,368,9.0,Directed
766,380,15.0,Directed
766,393,38.0,Directed
766,430,8.0,Directed
766,448,6.0,Directed
766,471,11.0,Directed
766,480,15.0,Directed
766,484,7.0,Directed
766,500,5.0,Directed
766,588,10.0,Directed
766,603,8.0,Directed
766,605,6.0,Directed
766,691,6.0,Directed
766,693,5.0,Directed
766,717,21.0,Directed
766,722,22.0,Directed
766,729,13.0,Directed
766,730,6.0,Directed
766,805,11.0,Directed
766,811,7.0,Directed
766,813,9.0,Directed
777,393,25.0,Directed
777,448,17.0,Directed
777,480,11.0,Directed
777,500,17.0,Directed
777,646,5.0,Directed
777,687,10.0,Directed
777,717,12.0,Directed
777,722,15.0,Directed
777,730,13.0,Directed
777,776,13.0,Directed
814,261,9.0,Directed
814,273,19.0,Directed
814,280,11.0,Directed
814,337,12.0,Directed
814,344,11.0,Directed
814,368,11.0,Directed
814,380,15.0,Directed
814,393,17.0,Directed
814,399,8.0,Directed
814,407,5.0,Directed
814,415,10.0,Directed
814,433,25.0,Directed
814,471,13.0,Directed
814,480,13.0,Directed
814,500,14.0,Directed
814,560,9.0,Directed
814,588,23.0,Directed
814,600,14.0,Directed
814,669,26.0,Directed
814,691,36.0,Directed
814,692,16.0,Directed
814,717,18.0,Directed
814,722,32.0,Directed
814,733,18.0,Directed
814,753,17.0,Directed
814,769,26.0,Directed
814,813,28.0,Directed
261,381,10.0,Directed
261,433,18.0,Directed
261,694,19.0,Directed
261,754,9.0,Directed
261,769,11.0,Directed
280,273,6.0,Directed
280,279,7.0,Directed
280,337,24.0,Directed
280,344,10.0,Directed
280,357,14.0,Directed
280,368,6.0,Directed
280,380,15.0,Directed
280,393,12.0,Directed
280,399,12.0,Directed
280,433,11.0,Directed
280,439,15.0,Directed
280,448,22.0,Directed
280,471,7.0,Directed
280,473,10.0,Directed
280,480,12.0,Directed
280,484,13.0,Directed
280,570,9.0,Directed
280,588,16.0,Directed
280,600,18.0,Directed
280,603,12.0,Directed
280,605,10.0,Directed
280,669,18.0,Directed
280,687,16.0,Directed
280,691,12.0,Directed
280,692,11.0,Directed
280,693,13.0,Directed
280,717,14.0,Directed
280,722,9.0,Directed
280,733,18.0,Directed
280,747,13.0,Directed
280,753,16.0,Directed
280,772,24.0,Directed
280,813,16.0,Directed
280,814,15.0,Directed
407,273,15.0,Directed
407,343,12.0,Directed
407,380,16.0,Directed
407,393,13.0,Directed
407,399,12.0,Directed
407,448,15.0,Directed
407,473,12.0,Directed
407,480,15.0,Directed
407,560,14.0,Directed
407,588,16.0,Directed
407,605,9.0,Directed
407,636,13.0,Directed
407,669,15.0,Directed
407,691,9.0,Directed
407,692,7.0,Directed
407,717,7.0,Directed
407,722,9.0,Directed
407,753,7.0,Directed
407,813,8.0,Directed
600,261,5.0,Directed
600,279,6.0,Directed
600,337,10.0,Directed
600,343,5.0,Directed
600,357,5.0,Directed
600,380,8.0,Directed
600,393,12.0,Directed
600,399,6.0,Directed
600,430,8.0,Directed
600,433,5.0,Directed
600,448,7.0,Directed
600,471,8.0,Directed
600,473,7.0,Directed
600,480,16.0,Directed
600,588,10.0,Directed
600,603,8.0,Directed
600,605,10.0,Directed
600,669,9.0,Directed
600,687,9.0,Directed
600,691,7.0,Directed
600,692,8.0,Directed
600,717,11.0,Directed
600,722,12.0,Directed
600,733,8.0,Directed
600,769,12.0,Directed
600,777,5.0,Directed
600,811,5.0,Directed
600,813,7.0,Directed
600,814,6.0,Directed
733,261,8.0,Directed
733,272,7.0,Directed
733,281,5.0,Directed
733,342,10.0,Directed
733,433,16.0,Directed
733,537,6.0,Directed
733,570,8.0,Directed
733,580,8.0,Directed
733,581,6.0,Directed
733,594,5.0,Directed
733,665,8.0,Directed
733,692,18.0,Directed
733,707,18.0,Directed
733,769,23.0,Directed
733,770,6.0,Directed
665,261,7.0,Directed
665,380,6.0,Directed
665,433,10.0,Directed
665,537,8.0,Directed
665,544,6.0,Directed
665,580,7.0,Directed
665,669,5.0,Directed
665,692,12.0,Directed
665,707,7.0,Directed
665,733,12.0,Directed
665,769,12.0,Directed
537,261,7.0,Directed
537,433,13.0,Directed
537,581,5.0,Directed
537,692,5.0,Directed
537,759,5.0,Directed
537,769,6.0,Directed
581,433,7.0,Directed
581,756,5.0,Directed
581,767,5.0,Directed
581,769,5.0,Directed
759,581,16.0,Directed
759,756,7.0,Directed
544,261,8.0,Directed
544,366,5.0,Directed
544,381,7.0,Directed
544,433,5.0,Directed
544,624,5.0,Directed
544,665,6.0,Directed
544,669,5.0,Directed
544,692,5.0,Directed
544,733,7.0,Directed
544,752,9.0,Directed
544,756,5.0,Directed
544,769,11.0,Directed
366,261,7.0,Directed
366,281,5.0,Directed
366,393,6.0,Directed
366,399,5.0,Directed
366,433,15.0,Directed
366,537,6.0,Directed
366,544,9.0,Directed
366,580,5.0,Directed
366,583,5.0,Directed
366,624,6.0,Directed
366,665,9.0,Directed
366,669,6.0,Directed
366,692,14.0,Directed
366,694,5.0,Directed
366,733,7.0,Directed
366,752,6.0,Directed
366,756,5.0,Directed
366,769,15.0,Directed
366,770,6.0,Directed
381,261,13.0,Directed
381,433,19.0,Directed
381,692,8.0,Directed
381,707,6.0,Directed
381,733,5.0,Directed
381,769,10.0,Directed
624,433,6.0,Directed
624,537,5.0,Directed
624,692,6.0,Directed
624,694,5.0,Directed
752,261,9.0,Directed
752,353,5.0,Directed
752,380,5.0,Directed
752,381,8.0,Directed
752,399,6.0,Directed
752,433,17.0,Directed
752,537,7.0,Directed
752,544,9.0,Directed
752,692,6.0,Directed
752,707,5.0,Directed
752,721,5.0,Directed
752,733,10.0,Directed
752,769,8.0,Directed
752,803,7.0,Directed
756,5,5.0,Directed
756,433,7.0,Directed
756,581,12.0,Directed
756,583,7.0,Directed
756,769,5.0,Directed
580,342,5.0,Directed
580,353,5.0,Directed
580,381,6.0,Directed
580,433,10.0,Directed
580,537,13.0,Directed
580,581,6.0,Directed
580,594,6.0,Directed
580,692,9.0,Directed
580,694,6.0,Directed
580,707,7.0,Directed
580,769,5.0,Directed
342,261,9.0,Directed
342,272,7.0,Directed
342,281,5.0,Directed
342,399,5.0,Directed
342,433,13.0,Directed
342,580,7.0,Directed
342,581,6.0,Directed
342,594,7.0,Directed
342,624,6.0,Directed
342,665,6.0,Directed
342,692,10.0,Directed
342,694,6.0,Directed
342,707,13.0,Directed
342,733,7.0,Directed
342,752,5.0,Directed
342,769,19.0,Directed
342,770,5.0,Directed
594,5,7.0,Directed
594,261,7.0,Directed
594,272,5.0,Directed
594,342,5.0,Directed
594,366,8.0,Directed
594,381,5.0,Directed
594,433,16.0,Directed
594,537,5.0,Directed
594,580,7.0,Directed
594,581,9.0,Directed
594,665,5.0,Directed
594,692,5.0,Directed
594,707,6.0,Directed
594,733,9.0,Directed
594,752,6.0,Directed
594,756,6.0,Directed
594,769,15.0,Directed
594,770,10.0,Directed
694,625,5.0,Directed
694,754,6.0,Directed
17,130,8.0,Directed
130,17,14.0,Directed
130,288,4.0,Directed
288,22,31.0,Directed
288,70,14.0,Directed
288,71,11.0,Directed
288,127,9.0,Directed
288,158,5.0,Directed
288,165,5.0,Directed
288,188,4.0,Directed
288,189,19.0,Directed
288,191,28.0,Directed
288,258,4.0,Directed
288,431,20.0,Directed
288,463,45.0,Directed
22,35,14.0,Directed
22,70,30.0,Directed
22,71,18.0,Directed
22,112,6.0,Directed
22,127,15.0,Directed
22,158,25.0,Directed
22,169,8.0,Directed
22,188,24.0,Directed
22,189,34.0,Directed
22,191,27.0,Directed
22,213,18.0,Directed
22,231,16.0,Directed
22,258,17.0,Directed
22,288,44.0,Directed
22,304,17.0,Directed
22,376,30.0,Directed
22,431,25.0,Directed
22,463,96.0,Directed
22,576,21.0,Directed
35,22,42.0,Directed
35,70,31.0,Directed
35,71,20.0,Directed
35,143,38.0,Directed
35,158,36.0,Directed
35,188,41.0,Directed
35,189,48.0,Directed
35,191,30.0,Directed
35,231,21.0,Directed
35,288,34.0,Directed
35,376,43.0,Directed
35,431,10.0,Directed
35,463,82.0,Directed
35,492,11.0,Directed
35,576,7.0,Directed
70,22,37.0,Directed
70,158,8.0,Directed
70,189,9.0,Directed
70,191,14.0,Directed
70,288,23.0,Directed
70,304,20.0,Directed
70,376,35.0,Directed
70,463,39.0,Directed
71,45,26.0,Directed
71,143,16.0,Directed
71,158,33.0,Directed
71,189,39.0,Directed
71,191,31.0,Directed
71,288,22.0,Directed
71,463,45.0,Directed
112,15,39.0,Directed
112,22,15.0,Directed
112,86,22.0,Directed
112,127,11.0,Directed
112,158,25.0,Directed
112,189,44.0,Directed
112,231,33.0,Directed
112,288,36.0,Directed
112,431,12.0,Directed
112,463,44.0,Directed
112,726,18.0,Directed
127,6,26.0,Directed
127,11,28.0,Directed
127,22,51.0,Directed
127,44,16.0,Directed
127,70,34.0,Directed
127,93,20.0,Directed
127,102,40.0,Directed
127,112,16.0,Directed
127,134,23.0,Directed
127,158,42.0,Directed
127,188,20.0,Directed
127,189,21.0,Directed
127,191,40.0,Directed
127,231,21.0,Directed
127,258,37.0,Directed
127,283,22.0,Directed
127,288,71.0,Directed
127,304,37.0,Directed
127,376,22.0,Directed
127,431,39.0,Directed
127,463,71.0,Directed
127,476,12.0,Directed
127,492,17.0,Directed
127,799,55.0,Directed
158,22,44.0,Directed
158,70,46.0,Directed
158,71,33.0,Directed
158,112,15.0,Directed
158,127,23.0,Directed
158,143,12.0,Directed
158,188,27.0,Directed
158,189,45.0,Directed
158,191,43.0,Directed
158,231,20.0,Directed
158,258,15.0,Directed
158,283,35.0,Directed
158,288,35.0,Directed
158,304,6.0,Directed
158,376,24.0,Directed
158,431,31.0,Directed
158,463,50.0,Directed
158,799,24.0,Directed
169,6,12.0,Directed
169,22,48.0,Directed
169,35,29.0,Directed
169,70,37.0,Directed
169,109,15.0,Directed
169,112,11.0,Directed
169,127,13.0,Directed
169,143,16.0,Directed
169,154,26.0,Directed
169,158,50.0,Directed
169,176,16.0,Directed
169,188,33.0,Directed
169,189,20.0,Directed
169,191,20.0,Directed
169,213,23.0,Directed
169,258,19.0,Directed
169,288,14.0,Directed
169,304,15.0,Directed
169,376,34.0,Directed
169,463,44.0,Directed
169,492,21.0,Directed
169,576,24.0,Directed
169,797,12.0,Directed
169,799,18.0,Directed
188,15,24.0,Directed
188,22,48.0,Directed
188,35,26.0,Directed
188,70,33.0,Directed
188,86,13.0,Directed
188,112,19.0,Directed
188,127,35.0,Directed
188,143,16.0,Directed
188,158,46.0,Directed
188,169,36.0,Directed
188,189,39.0,Directed
188,191,28.0,Directed
188,231,14.0,Directed
188,258,14.0,Directed
188,288,52.0,Directed
188,376,48.0,Directed
188,463,69.0,Directed
188,492,20.0,Directed
188,576,26.0,Directed
189,6,10.0,Directed
189,22,28.0,Directed
189,31,26.0,Directed
189,70,27.0,Directed
189,71,51.0,Directed
189,127,33.0,Directed
189,158,25.0,Directed
189,191,29.0,Directed
189,231,19.0,Directed
189,288,50.0,Directed
189,304,13.0,Directed
189,376,32.0,Directed
189,431,22.0,Directed
189,463,47.0,Directed
189,799,30.0,Directed
191,22,48.0,Directed
191,70,16.0,Directed
191,71,30.0,Directed
191,158,32.0,Directed
191,189,36.0,Directed
191,258,26.0,Directed
191,288,86.0,Directed
191,304,30.0,Directed
191,431,48.0,Directed
191,463,60.0,Directed
213,6,13.0,Directed
213,158,44.0,Directed
213,189,29.0,Directed
213,191,26.0,Directed
213,231,23.0,Directed
213,288,34.0,Directed
213,431,19.0,Directed
213,463,53.0,Directed
231,15,30.0,Directed
231,22,27.0,Directed
231,31,29.0,Directed
231,86,29.0,Directed
231,112,39.0,Directed
231,158,27.0,Directed
231,189,59.0,Directed
231,221,16.0,Directed
231,431,39.0,Directed
231,463,44.0,Directed
258,6,15.0,Directed
258,22,53.0,Directed
258,70,29.0,Directed
258,71,18.0,Directed
258,127,34.0,Directed
258,134,22.0,Directed
258,158,45.0,Directed
258,189,38.0,Directed
258,191,57.0,Directed
258,231,23.0,Directed
258,288,95.0,Directed
258,304,62.0,Directed
258,431,44.0,Directed
258,463,70.0,Directed
258,476,29.0,Directed
258,799,48.0,Directed
304,22,85.0,Directed
304,70,31.0,Directed
304,71,15.0,Directed
304,127,16.0,Directed
304,158,29.0,Directed
304,165,16.0,Directed
304,189,34.0,Directed
304,191,37.0,Directed
304,231,16.0,Directed
304,258,55.0,Directed
304,288,98.0,Directed
304,431,35.0,Directed
304,463,72.0,Directed
304,476,14.0,Directed
304,799,39.0,Directed
376,13,4.0,Directed
376,22,44.0,Directed
376,35,20.0,Directed
376,70,42.0,Directed
376,112,23.0,Directed
376,143,16.0,Directed
376,158,49.0,Directed
376,169,20.0,Directed
376,188,29.0,Directed
376,189,47.0,Directed
376,191,29.0,Directed
376,231,38.0,Directed
376,258,13.0,Directed
376,288,33.0,Directed
376,431,21.0,Directed
376,463,66.0,Directed
376,799,17.0,Directed
431,22,35.0,Directed
431,70,38.0,Directed
431,71,8.0,Directed
431,127,6.0,Directed
431,158,24.0,Directed
431,189,28.0,Directed
431,191,39.0,Directed
431,231,13.0,Directed
431,288,100.0,Directed
431,304,44.0,Directed
431,463,69.0,Directed
463,22,61.0,Directed
463,70,30.0,Directed
463,71,17.0,Directed
463,112,11.0,Directed
463,127,32.0,Directed
463,158,36.0,Directed
463,189,27.0,Directed
463,191,28.0,Directed
463,231,32.0,Directed
463,288,43.0,Directed
463,431,44.0,Directed
576,22,34.0,Directed
576,31,15.0,Directed
576,35,20.0,Directed
576,70,15.0,Directed
576,71,12.0,Directed
576,112,12.0,Directed
576,143,16.0,Directed
576,158,47.0,Directed
576,169,13.0,Directed
576,188,16.0,Directed
576,189,7.0,Directed
576,191,13.0,Directed
576,231,11.0,Directed
576,288,19.0,Directed
576,376,10.0,Directed
576,431,8.0,Directed
576,463,24.0,Directed
576,492,12.0,Directed
165,6,10.0,Directed
165,13,18.0,Directed
165,22,20.0,Directed
165,44,4.0,Directed
165,102,8.0,Directed
165,127,5.0,Directed
165,134,21.0,Directed
165,143,10.0,Directed
165,185,29.0,Directed
165,189,9.0,Directed
165,191,22.0,Directed
165,231,7.0,Directed
165,258,17.0,Directed
165,288,29.0,Directed
165,304,19.0,Directed
165,431,9.0,Directed
165,463,24.0,Directed
165,476,29.0,Directed
165,492,10.0,Directed
165,799,15.0,Directed
6,13,9.0,Directed
6,22,24.0,Directed
6,44,24.0,Directed
6,58,22.0,Directed
6,70,15.0,Directed
6,127,28.0,Directed
6,134,16.0,Directed
6,143,19.0,Directed
6,158,28.0,Directed
6,165,25.0,Directed
6,185,19.0,Directed
6,189,19.0,Directed
6,191,34.0,Directed
6,231,21.0,Directed
6,258,48.0,Directed
6,288,42.0,Directed
6,304,45.0,Directed
6,431,30.0,Directed
6,463,44.0,Directed
6,476,25.0,Directed
6,799,34.0,Directed
13,6,24.0,Directed
13,22,13.0,Directed
13,70,7.0,Directed
13,71,14.0,Directed
13,127,6.0,Directed
13,134,14.0,Directed
13,143,10.0,Directed
13,158,24.0,Directed
13,189,5.0,Directed
13,191,23.0,Directed
13,231,15.0,Directed
13,245,5.0,Directed
13,251,13.0,Directed
13,258,5.0,Directed
13,283,48.0,Directed
13,288,28.0,Directed
13,304,14.0,Directed
13,376,15.0,Directed
13,431,12.0,Directed
13,463,13.0,Directed
13,492,13.0,Directed
13,799,19.0,Directed
44,6,29.0,Directed
44,22,33.0,Directed
44,35,12.0,Directed
44,70,24.0,Directed
44,71,29.0,Directed
44,93,10.0,Directed
44,102,24.0,Directed
44,127,41.0,Directed
44,134,19.0,Directed
44,141,11.0,Directed
44,158,23.0,Directed
44,165,13.0,Directed
44,185,31.0,Directed
44,188,16.0,Directed
44,189,20.0,Directed
44,191,38.0,Directed
44,231,21.0,Directed
44,258,42.0,Directed
44,288,56.0,Directed
44,304,25.0,Directed
44,431,42.0,Directed
44,463,43.0,Directed
44,476,15.0,Directed
44,492,27.0,Directed
44,799,45.0,Directed
102,6,16.0,Directed
102,22,23.0,Directed
102,44,19.0,Directed
102,71,31.0,Directed
102,93,16.0,Directed
102,127,36.0,Directed
102,134,11.0,Directed
102,139,32.0,Directed
102,143,17.0,Directed
102,158,26.0,Directed
102,165,4.0,Directed
102,185,12.0,Directed
102,189,31.0,Directed
102,191,55.0,Directed
102,213,17.0,Directed
102,231,40.0,Directed
102,258,18.0,Directed
102,288,43.0,Directed
102,304,36.0,Directed
102,431,60.0,Directed
102,463,36.0,Directed
102,476,14.0,Directed
102,492,17.0,Directed
102,799,22.0,Directed
134,6,35.0,Directed
134,13,17.0,Directed
134,22,52.0,Directed
134,44,4.0,Directed
134,70,22.0,Directed
134,71,13.0,Directed
134,82,23.0,Directed
134,102,13.0,Directed
134,127,36.0,Directed
134,139,5.0,Directed
134,143,34.0,Directed
134,158,25.0,Directed
134,165,31.0,Directed
134,188,22.0,Directed
134,189,20.0,Directed
134,191,50.0,Directed
134,213,18.0,Directed
134,231,45.0,Directed
134,245,15.0,Directed
134,258,24.0,Directed
134,283,9.0,Directed
134,288,48.0,Directed
134,304,33.0,Directed
134,376,9.0,Directed
134,431,29.0,Directed
134,463,46.0,Directed
134,476,30.0,Directed
134,492,19.0,Directed
134,799,28.0,Directed
143,22,22.0,Directed
143,35,15.0,Directed
143,70,29.0,Directed
143,158,25.0,Directed
143,189,15.0,Directed
143,288,28.0,Directed
143,463,40.0,Directed
185,6,22.0,Directed
185,13,9.0,Directed
185,22,19.0,Directed
185,44,17.0,Directed
185,70,15.0,Directed
185,102,24.0,Directed
185,127,19.0,Directed
185,134,10.0,Directed
185,158,22.0,Directed
185,165,15.0,Directed
185,189,29.0,Directed
185,191,41.0,Directed
185,258,24.0,Directed
185,288,33.0,Directed
185,304,33.0,Directed
185,431,15.0,Directed
185,463,26.0,Directed
185,476,15.0,Directed
185,492,14.0,Directed
185,799,36.0,Directed
476,6,37.0,Directed
476,13,13.0,Directed
476,22,45.0,Directed
476,44,30.0,Directed
476,70,14.0,Directed
476,102,16.0,Directed
476,109,16.0,Directed
476,127,62.0,Directed
476,134,39.0,Directed
476,139,14.0,Directed
476,158,20.0,Directed
476,165,19.0,Directed
476,189,27.0,Directed
476,191,32.0,Directed
476,231,38.0,Directed
476,258,61.0,Directed
476,288,67.0,Directed
476,304,49.0,Directed
476,376,9.0,Directed
476,431,48.0,Directed
476,463,68.0,Directed
476,492,32.0,Directed
476,799,68.0,Directed
492,6,10.0,Directed
492,22,69.0,Directed
492,35,34.0,Directed
492,44,16.0,Directed
492,58,22.0,Directed
492,70,41.0,Directed
492,71,27.0,Directed
492,102,23.0,Directed
492,109,11.0,Directed
492,112,9.0,Directed
492,127,20.0,Directed
492,143,11.0,Directed
492,158,31.0,Directed
492,169,14.0,Directed
492,185,6.0,Directed
492,188,16.0,Directed
492,189,29.0,Directed
492,191,33.0,Directed
492,210,9.0,Directed
492,231,44.0,Directed
492,258,21.0,Directed
492,288,31.0,Directed
492,304,25.0,Directed
492,376,48.0,Directed
492,431,32.0,Directed
492,463,58.0,Directed
492,476,16.0,Directed
492,576,10.0,Directed
492,799,18.0,Directed
799,6,19.0,Directed
799,22,72.0,Directed
799,58,9.0,Directed
799,70,20.0,Directed
799,102,14.0,Directed
799,127,26.0,Directed
799,134,21.0,Directed
799,139,11.0,Directed
799,158,38.0,Directed
799,189,36.0,Directed
799,191,48.0,Directed
799,231,19.0,Directed
799,258,57.0,Directed
799,288,95.0,Directed
799,304,68.0,Directed
799,431,57.0,Directed
799,463,94.0,Directed
799,476,29.0,Directed
12,92,8.0,Directed
12,151,12.0,Directed
12,170,8.0,Directed
12,271,99.0,Directed
12,527,24.0,Directed
12,531,14.0,Directed
92,170,9.0,Directed
92,204,5.0,Directed
92,254,4.0,Directed
92,263,4.0,Directed
92,271,17.0,Directed
92,292,22.0,Directed
92,320,8.0,Directed
92,390,18.0,Directed
92,527,35.0,Directed
170,140,16.0,Directed
170,151,29.0,Directed
170,271,18.0,Directed
170,292,13.0,Directed
170,525,15.0,Directed
