,streamer,Links_To,count
0,TenZ,Bealpss,2
1,TenZ,ByLucy__,1
2,TenZ,BySarah__,1
3,TenZ,Hiko,1
4,TenZ,JessieTV,1
5,TenZ,Kyedae,1
6,TenZ,MrLowlander,1
7,TenZ,NPC_Zyri,1
8,TenZ,NRG_Hamlinz,1
9,TenZ,NYYXXII,1
10,TenZ,PrxdigyEU_,1
11,TenZ,ShahZaM,1
12,TenZ,TSM_Daequan,1
13,TenZ,TacoMacSupreme,1
14,TenZ,Tfue,1
15,TenZ,Tremyfnbr,1
16,TenZ,VALORANT,1
17,TenZ,WestJett,1
18,TenZ,YoEqu1p,1
19,TenZ,blxckoutz,1
20,TenZ,daddy1xglo,1
21,TenZ,eggwick,1
22,TenZ,ethos,1
23,TenZ,hastad,1
24,TenZ,ianxietyyy,1
25,TenZ,joji,1
26,TenZ,noahreyli,1
27,TenZ,ploo,1
28,TenZ,rAx1337,1
29,TenZ,realgodzu,1
30,TenZ,s0mcs,1
31,TenZ,shroud,1
32,TenZ,steveclaus,1
33,TenZ,tarik,1
34,TenZ,tio_phil18,1
35,TenZ,valorant_kr,1
36,TenZ,vkimm,1
37,TenZ,xFibii,1
38,TenZ,xandfps,1
39,TenZ,yHajimeee,1
40,TenZ,yagamifn1,1
41,TenZ,yt_lea_das_einhorn,1
42,TenZ,ziGueira,1
43,TenZ,박봉수_,1
44,TenZ,손오천,1
45,TenZ,오댜댜,1
46,TenZ,오믈렛_,1
47,TenZ,조호__,1
48,TenZ,지아입니다,1
49,Bealpss,AKumoto,2
50,Bealpss,AlascaBinks,1
51,Bealpss,AprilNicol,1
52,Bealpss,BURGUES1NHA,1
53,Bealpss,Badpolly,1
54,Bealpss,CanalGustavoTonetto,1
55,Bealpss,CarolBalbuena,1
56,Bealpss,CeeZhee,1
57,Bealpss,ChadMichaelCollins,1
58,Bealpss,CidBaptista,1
59,Bealpss,CoxaMecanica,1
60,Bealpss,CrazySpy75,1
61,Bealpss,CronoCat,1
62,Bealpss,DaniVampira,1
63,Bealpss,Edullex,1
64,Bealpss,EliTzFPS,1
65,Bealpss,FabioCOG,1
66,Bealpss,Fottle,1
67,Bealpss,GabiPivatto,1
68,Bealpss,Gaules,1
69,Bealpss,IVDMALUCO,1
70,Bealpss,JohnPitterTV,1
71,Bealpss,JulianStephen,1
72,Bealpss,KaTraKaa,1
73,Bealpss,KalashOficial,1
74,Bealpss,KellyKeks,1
75,Bealpss,Kxpture,1
76,Bealpss,LecoNoob,1
77,Bealpss,LuKinas,1
78,Bealpss,LuisUdi,1
79,Bealpss,Mandy,1
80,Bealpss,MarkaoFPS,1
81,Bealpss,MaxxCODM,1
82,Bealpss,Menino_Adulto,1
83,Bealpss,Mestre_Caio,1
84,Bealpss,Misales,1
85,Bealpss,MrRennzo,1
86,Bealpss,NGVieira,1
87,Bealpss,Natyy,1
