Wed Oct 27 02:54:07 2021    output.dat

         474150 function calls (473713 primitive calls) in 11.498 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      241    0.001    0.000    0.002    0.000 /usr/lib/python3.8/contextlib.py:108(__enter__)
      214    0.001    0.000    0.023    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:823(content)
      180    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:132(host)
       60    0.001    0.000    0.016    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:203(cert_verify)
      420    0.001    0.000    0.001    0.000 {method 'count' of 'bytes' objects}
      661    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      524    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
       60    0.001    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/response.py:40(assert_header_parsing)
      180    0.001    0.000    0.208    0.001 /usr/lib/python3.8/urllib/request.py:2525(proxy_bypass_environment)
        8    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
      362    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       60    0.001    0.000    0.001    0.000 /usr/lib/python3.8/http/client.py:816(__init__)
      120    0.001    0.000    0.055    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:319(close)
      120    0.001    0.000    0.002    0.000 /usr/lib/python3.8/urllib/parse.py:485(urlunsplit)
      120    0.001    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/structures.py:82(copy)
       60    0.001    0.000    0.001    0.000 /usr/lib/python3.8/email/feedparser.py:139(__init__)
       60    0.001    0.000   11.445    0.191 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/api.py:64(get)
       65    0.001    0.000    0.001    0.000 /usr/lib/python3.8/urllib/parse.py:391(_splitnetloc)
      180    0.001    0.000    0.013    0.000 /usr/lib/python3.8/genericpath.py:16(exists)
       60    0.001    0.000    4.028    0.067 /usr/lib/python3.8/http/client.py:1300(getresponse)
      120    0.001    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/cookies.py:348(update)
      120    0.001    0.000    0.291    0.002 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:791(get_environ_proxies)
      240    0.001    0.000    0.001    0.000 /usr/lib/python3.8/http/cookiejar.py:877(__init__)
      360    0.001    0.000    0.001    0.000 /usr/lib/python3.8/threading.py:81(RLock)
      420    0.001    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       60    0.001    0.000    0.010    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/_collections.py:141(__init__)
       60    0.001    0.000    0.091    0.002 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:292(get_connection)
      120    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:755(<listcomp>)
      490    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
      120    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/ssl_.py:211(resolve_cert_reqs)
       46    0.001    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
       60    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:317(_init_length)
       34    0.001    0.000    0.010    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:725(read_chunked)
       60    0.001    0.000    0.027    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:262(connection_from_pool_key)
       60    0.001    0.000    0.060    0.001 /usr/lib/python3.8/email/parser.py:59(parsestr)
       60    0.001    0.000    0.001    0.000 {method 'getpeername' of '_socket.socket' objects}
       77    0.001    0.000    0.009    0.000 /usr/lib/python3.8/json/__init__.py:299(loads)
      180    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/hooks.py:17(default_hooks)
       60    0.001    0.000    0.003    0.000 /usr/lib/python3.8/email/message.py:213(get_payload)
      120    0.001    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:146(init_poolmanager)
      360    0.001    0.000    0.001    0.000 /usr/lib/python3.8/http/cookiejar.py:1750(__iter__)
       60    0.001    0.000    0.001    0.000 /usr/lib/python3.8/email/feedparser.py:70(close)
       77    0.000    0.000    0.017    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:881(json)
       60    0.000    0.000    3.547    0.059 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:161(_new_conn)
      180    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/cookies.py:521(<listcomp>)
       60    0.000    0.000    0.030    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:247(connection_from_context)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:61(path_url)
      360    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
      120    0.000    0.000    0.051    0.000 /usr/lib/python3.8/email/feedparser.py:178(_call_parse)
      120    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/packages/six.py:642(itervalues)
      124    0.000    0.000    0.021    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:555(stream)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/reduction.py:33(ForkingPickler)
       60    0.000    0.000    0.025    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:188(_new_pool)
       60    0.000    0.000    0.030    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:224(connection_from_host)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/http/cookiejar.py:1731(clear_expired_cookies)
      124    0.000    0.000    0.021    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:754(generate)
       60    0.000    0.000    0.036    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/url.py:320(_encode_target)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.8/codecs.py:319(decode)
       60    0.000    0.000    0.002    0.000 /usr/lib/python3.8/http/client.py:237(__init__)
       60    0.000    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/cookies.py:135(get_cookie_header)
       60    0.000    0.000    0.006    0.000 /usr/lib/python3.8/email/feedparser.py:184(close)
      263    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:694(readable)
       60    0.000    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:329(request_url)
      120    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:320(_get_timeout)
       60    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:942(get_auth_from_url)
      180    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/structures.py:62(__len__)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:455(prepare_body)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:730(get_adapter)
      120    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:237(<genexpr>)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shlex.py:21(__init__)
      360    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:708(set_environ)
       45    0.000    0.000    0.004    0.000 /usr/lib/python3.8/http/client.py:476(readinto)
      141    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       60    0.000    0.000    0.004    0.000 /usr/lib/python3.8/http/client.py:998(_send_output)
       60    0.000    0.000    0.082    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:286(connection_from_url)
       60    0.000    0.000    0.055    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:744(close)
      120    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/_collections.py:47(__init__)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:226(__init__)
       65    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:82(decompress)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/_collections.py:61(__setitem__)
      120    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:749(mount)
       60    0.000    0.000    0.015    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:533(_match_hostname)
       60    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:507(get_encoding_from_headers)
      120    0.000    0.000    0.054    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:215(clear)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:601(unquote_unreserved)
      300    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      246    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      120    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/timeout.py:181(clone)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.8/email/feedparser.py:122(pushlines)
       60    0.000    0.000    0.005    0.000 /usr/lib/python3.8/http/client.py:925(close)
       60    0.000    0.000    0.003    0.000 /usr/lib/python3.8/ssl.py:1120(getpeercert)
       60    0.000    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:208(putrequest)
       33    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       60    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:369(_init_decoder)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:1424(debug)
      124    0.000    0.000    0.001    0.000 /usr/lib/python3.8/re.py:289(_compile)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:175(register_hook)
       60    0.000    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:74(__init__)
      257    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       75    0.000    0.000    0.001    0.000 /usr/lib/python3.8/http/client.py:411(close)
       60    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:838(default_headers)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/email/feedparser.py:197(_new_message)
       45    0.000    0.000    0.004    0.000 /usr/lib/python3.8/http/client.py:444(read)
      120    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:425(_error_catcher)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:53(__init__)
       60    0.000    0.000    2.363    0.039 /usr/lib/python3.8/ssl.py:494(wrap_socket)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/socket.py:732(close)
       60    0.000    0.000    0.024    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:882(__init__)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:120(__init__)
      135    0.000    0.000    0.001    0.000 {function SocketIO.close at 0x7f10bfe77550}
       60    0.000    0.000    0.002    0.000 /usr/lib/python3.8/ssl.py:486(_encode_hostname)
       60    0.000    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:243(_get_conn)
      124    0.000    0.000    0.002    0.000 /usr/lib/python3.8/re.py:198(search)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/shlex.py:72(push_token)
      120    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/ssl.py:596(options)
      120    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/retry.py:283(<listcomp>)
      214    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       60    0.000    0.000    0.052    0.001 /usr/lib/python3.8/email/feedparser.py:173(feed)
       60    0.000    0.000    0.003    0.000 /usr/lib/python3.8/http/client.py:939(send)
       60    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:297(__init__)
       60    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
      246    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       60    0.000    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:564(prepare_cookies)
      240    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       60    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:144(resolve_redirects)
      203    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:931(_prepare_conn)
       94    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:293(__init__)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:181(is_multipart)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:643(__init__)
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:635(closed)
       60    0.000    0.000    0.004    0.000 /usr/lib/python3.8/genericpath.py:39(isdir)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.8/_collections_abc.py:701(__len__)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:342(prepare_method)
       40    0.000    0.000    7.583    0.190 script.py:109(getFollows)
      240    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/socket.py:512(family)
    55/16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      180    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/request.py:40(__init__)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/http/client.py:377(_check_close)
       60    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       60    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
      240    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/cookies.py:111(info)
      240    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ssl.py:718(verify_mode)
       15    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
       60    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:625(requote_uri)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:323(set_cert)
      210    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:434(isclosed)
       60    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:542(prepare_auth)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/connection.py:101(_set_socket_options)
      125    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/retry.py:430(_is_method_retryable)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ssl.py:600(options)
       60    0.000    0.000    0.008    0.000 /usr/lib/python3.8/ssl.py:482(__new__)
       60    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:282(_put_conn)
      120    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:182(<genexpr>)
       60    0.000    0.000    0.002    0.000 /usr/lib/python3.8/ssl.py:1166(send)
       60    0.000    0.000    0.052    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/poolmanager.py:173(<lambda>)
      180    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/hooks.py:18(<dictcomp>)
       60    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1689(isEnabledFor)
       60    0.000    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/utils.py:240(extract_zipped_paths)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:624(unquote)
       34    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:689(_update_chunk_length)
      120    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/adapters.py:58(__init__)
       60    0.000    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:1063(_normalize_host)
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:737(iter_content)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/retry.py:450(is_retry)
      120    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:251(<genexpr>)
       60    0.000    0.000    2.364    0.039 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/ssl_.py:481(_ssl_wrap_socket_impl)
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/_collections.py:54(__getitem__)
       90    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/response.py:9(is_fp_closed)
       46    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:75(__init__)
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/_internal_utils.py:30(unicode_is_ascii)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/cookiejar.py:44(_debug)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/timeout.py:165(from_float)
       64    0.000    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:392(_decode)
      120    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       46    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:144(_get_decoder)
       76    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       60    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connection.py:192(_is_using_tunnel)
       60    0.000    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:275(release_conn)
       45    0.000    0.000    0.002    0.000 {method 'readinto' of '_io.BufferedReader' objects}
      124    0.000    0.000    0.000    0.000 /usr/lib/python3.8/types.py:171(__get__)
      121    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:43(_check)
       76    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
       60    0.000    0.000    0.012    0.000 /usr/lib/python3.8/email/message.py:451(items)
       60    0.000    0.000    0.002    0.000 /usr/lib/python3.8/socket.py:492(_real_close)
       60    0.000    0.000    0.030    0.000 /usr/lib/python3.8/http/client.py:1249(request)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ssl.py:1372(version)
       60    0.000    0.000    0.004    0.000 /usr/lib/python3.8/socket.py:496(close)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:423(flush)
      180    0.000    0.000    0.000    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/timeout.py:220(connect_timeout)
       60    0.000    0.000    0.004    0.000 /usr/lib/python3.8/http/client.py:1236(endheaders)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:309(__init__)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:98(get_redirect_target)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/cookiejar.py:1294(_cookie_attrs)
      120    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      137    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       38    0.000    0.000    0.003    0.000 /usr/lib/python3.8/http/client.py:602(_safe_read)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:715(is_redirect)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:303(set_payload)
      154    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      180    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:210(_pop_message)
       12    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       60    0.000    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/models.py:584(prepare_hooks)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:502(detach)
       60    0.000    0.000    0.056    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/sessions.py:427(__exit__)
      120    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
      120    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:183(_userinfo)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.8/http/client.py:406(_close_conn)
      154    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       46    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
