Tue Nov 16 20:12:31 2021    output.dat

         34696835 function calls (34665815 primitive calls) in 2745.143 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4656    0.206    0.000    2.700    0.001 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:168(__init__)
     4656    0.032    0.000    0.581    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/connectionpool.py:74(__init__)
     4656    0.023    0.000    0.040    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/requests/_internal_utils.py:30(unicode_is_ascii)
     4656    0.114    0.000    0.114    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
     4656    0.374    0.000    0.374    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
     4656    0.024    0.000    0.024    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
     4656   48.887    0.010   48.887    0.010 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
     4656  678.477    0.146  678.477    0.146 {method 'do_handshake' of '_ssl._SSLSocket' objects}
     4656    0.318    0.000    0.318    0.000 {method 'write' of '_ssl._SSLSocket' objects}
     4656    0.321    0.000    0.321    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
     4656    0.013    0.000    0.013    0.000 {method 'version' of '_ssl._SSLSocket' objects}
     4656    0.035    0.000    0.453    0.000 /usr/lib/python3.8/genericpath.py:39(isdir)
     4656    0.032    0.000    0.064    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
     4656    0.010    0.000    0.010    0.000 /usr/lib/python3.8/codecs.py:260(__init__)
     4656    0.023    0.000    0.032    0.000 /usr/lib/python3.8/codecs.py:309(__init__)
     4562    0.043    0.000    0.162    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:82(decompress)
     4524    0.020    0.000    0.104    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/base.py:263(is_dtype)
     4502    0.008    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:542(_get_axis_number)
4405/3352    0.030    0.000    0.077    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     4335    0.010    0.000    0.017    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:146(<lambda>)
     4335    0.007    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:144(classes)
     3854    0.021    0.000    0.121    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/construction.py:369(extract_array)
     3785    0.005    0.000    0.005    0.000 {method 'pop' of 'set' objects}
     3785    0.010    0.000    0.010    0.000 {method 'tobytes' of 'memoryview' objects}
     3785    0.030    0.000   32.409    0.009 {method 'readinto' of '_io.BufferedReader' objects}
     3785    0.016    0.000    0.016    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:343(<listcomp>)
     3785    0.093    0.000   33.326    0.009 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:481(read)
     3785    0.057    0.000   32.554    0.009 /usr/lib/python3.8/http/client.py:476(readinto)
     3785    0.043    0.000   32.607    0.009 /usr/lib/python3.8/http/client.py:444(read)
     3722    0.006    0.000    0.006    0.000 {pandas._libs.algos.ensure_platform_int}
     3691    0.119    0.000    0.119    0.000 {method 'decompress' of 'zlib.Decompress' objects}
     3660    0.028    0.000    0.028    0.000 {built-in method zlib.decompressobj}
     3660    0.028    0.000    0.055    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:75(__init__)
     3660    0.017    0.000    0.072    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:144(_get_decoder)
     3358    0.005    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:1449(name)
     3301    0.005    0.000    0.005    0.000 /usr/lib/python3.8/typing.py:1149(cast)
     3269    0.041    0.000    0.041    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     3240    0.038    0.000 1855.638    0.573 script.py:109(getFollows)
3125/3121    0.017    0.000    0.031    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
     3111    0.013    0.000    0.016    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/construction.py:431(ensure_wrapped_if_datetimelike)
     3096    0.017    0.000    0.091    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:496(is_categorical_dtype)
     2959    0.006    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:238(mgr_locs)
     2867    0.009    0.000    0.014    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:154(<lambda>)
     2867    0.005    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:149(classes_and_not_datetimelike)
     2864    0.021    0.000    0.053    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:5489(__setattr__)
     2786    0.005    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:345(flags)
     2757    0.021    0.000    0.033    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:4537(__contains__)
     2669    0.009    0.000    0.009    0.000 {pandas._libs.lib.is_list_like}
     2596    0.012    0.000    0.020    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1474(is_ea_or_datetimelike_dtype)
     2488    0.005    0.000    0.011    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1737(<genexpr>)
     2285    0.013    0.000    0.040    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:160(is_object_dtype)
     2228    0.225    0.000    0.427    0.000 script.py:288(countListInstancesOrdered)
     2195    0.018    0.000    0.042    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:574(is_dtype_equal)
  2147/81    0.141    0.000  708.670    8.749 script.py:66(fill_streamers_json)
     2147    0.337    0.000    0.994    0.000 script.py:58(remove_all_duplicates_in_ordered_list)
     2119    0.008    0.000    0.033    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/_methods.py:54(_any)
     2119    0.013    0.000    0.046    0.000 {method 'any' of 'numpy.ndarray' objects}
     2117    0.004    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:756(_reset_identity)
     2044    0.019    0.000    0.067    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/base.py:41(shape)
     2040    0.014    0.000    0.040    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1230(is_float_dtype)
     1972    0.023    0.000    0.098    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1858(maybe_coerce_values)
     1956    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:344(dtype)
     1949    0.017    0.000    0.027    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:605(_simple_new)
     1899    0.003    0.000    0.003    0.000 {pandas._libs.lib.is_scalar}
     1878    0.005    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1409(is_1d_only_ea_dtype)
     1812    0.014    0.000   31.953    0.018 {method 'read' of '_io.BufferedReader' objects}
     1806    0.008    0.000    0.014    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1744(pandas_dtype)
     1804    0.012    0.000   31.967    0.018 /usr/lib/python3.8/http/client.py:602(_safe_read)
     1798    0.004    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/frame.py:780(axes)
     1773    0.021    0.000    8.205    0.005 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:689(_update_chunk_length)
     1773    0.036    0.000   40.484    0.023 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:725(read_chunked)
     1742    0.005    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:680(supports_chunked_reads)
     1729    0.021    0.000    0.040    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:190(is_sparse)
     1639    0.009    0.000    0.033    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6381(maybe_extract_name)
     1634    0.008    0.000    0.008    0.000 {built-in method numpy.arange}
     1566    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_float}
     1565    0.006    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/common.py:155(cast_scalar_indexer)
     1561    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
     1561    0.019    0.000    0.070    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1890(get_block_type)
     1554    0.025    0.000    0.043    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:5435(__finalize__)
     1486    0.014    0.000    0.022    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:233(__init__)
     1486    0.007    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/flags.py:47(__init__)
     1474    0.010    0.000    0.022    0.000 <__array_function__ internals>:2(copyto)
     1474    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/multiarray.py:1071(copyto)
     1465    0.007    0.000    0.096    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6279(ensure_index)
     1458    0.020    0.000    0.053    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/common.py:224(asarray_tuplesafe)
     1408    0.006    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/series.py:577(name)
     1394    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/flags.py:51(allows_duplicate_labels)
     1392    0.004    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
     1390    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:324(attrs)
     1377    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5340(_index_as_unique)
     1377    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_bool}
     1339    0.002    0.000    0.690    0.001 script.py:41(getIdByName)
     1315    0.020    0.000    0.192    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1931(new_block)
     1315    0.009    0.000    0.021    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1946(check_ndim)
     1315    0.006    0.000    0.019    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1988(extract_pandas_array)
     1313    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
     1313    0.004    0.000    0.011    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/_dtype.py:307(_name_includes_bit_suffix)
     1313    0.014    0.000    0.031    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/_dtype.py:321(_name_get)
     1310    0.005    0.000    0.005    0.000 {method 'fill' of 'numpy.ndarray' objects}
 1298/973    0.064    0.000    0.385    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:375(__new__)
     1297    0.003    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:4405(_get_engine_target)
     1296    0.005    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:1500(_get_names)
     1296    0.004    0.000    0.034    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:2058(is_boolean)
     1294    0.011    0.000    0.099    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:54(take_nd)
     1294    0.024    0.000    0.070    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:111(_take_nd_ndarray)
     1294    0.003    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:301(_get_take_nd_function)
     1294    0.010    0.000    0.018    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:517(_take_preprocess_indexer_and_fill_value)
     1292    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:1658(<genexpr>)
     1292    0.006    0.000    0.020    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:1663(<genexpr>)
     1248    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1619(_block)
     1244    0.005    0.000    0.022    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1718(validate_all_hashable)
     1231    0.004    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/common.py:346(apply_if_callable)
     1231    0.011    0.000    0.036    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/numeric.py:289(full)
     1227    0.005    0.000    0.093    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:158(blknos)
     1225    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:174(blklocs)
     1222    0.060    0.000    0.096    0.000 {pandas._libs.lib.maybe_convert_objects}
   1178/1    0.014    0.000 2742.588 2742.588 script.py:229(SFS)
     1177    0.006    0.000   91.497    0.078 script.py:207(getFollowerCount)
     1157    0.008    0.000    0.014    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1420(is_extension_array_dtype)
     1154    0.005    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:5473(__getattr__)
     1150    0.005    0.000    0.005    0.000 {method 'clear' of 'dict' objects}
     1137    0.002    0.000    0.002    0.000 {pandas._libs.lib.item_from_zerodim}
     1134    0.003    0.000    0.026    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1969(<lambda>)
     1134    0.003    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/util/_validators.py:213(validate_bool_kwarg)
     1132    0.012    0.000    0.012    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1082    0.006    0.000    0.025    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/series.py:627(name)
     1074    0.005    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1141(needs_i8_conversion)
     1071    0.003    0.000    0.007    0.000 {built-in method builtins.max}
     1033    0.008    0.000    0.012    0.000 script.py:54(split_list_in_half)
      977    0.015    0.000    0.059    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:4728(equals)
      977    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:725(is_)
      973    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:220(disallow_kwargs)
      973    0.012    0.000    0.069    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:511(_dtype_to_subclass)
      973    0.006    0.000    0.019    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:725(is_signed_integer_dtype)
      973    0.006    0.000    0.018    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:779(is_unsigned_integer_dtype)
      969    0.015    0.000    0.263    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/frame.py:3876(_get_item_cache)
      969    0.016    0.000    0.297    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/frame.py:3418(__getitem__)
      915    0.005    0.000    0.017    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:673(is_integer_dtype)
      911    0.024    0.000    0.229    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/series.py:315(__init__)
      911    0.006    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1539(__init__)
      907    0.004    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/series.py:528(_set_axis)
      905    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:296(_is_all_dates)
      902    0.011    0.000   31.978    0.035 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:703(_handle_chunk)
      897    0.005    0.000    0.016    0.000 <__array_function__ internals>:2(concatenate)
      897    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/numpy/core/multiarray.py:148(concatenate)
      892    0.003    0.000    0.017    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:468(is_consolidated)
      892    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:818(dtype)
      891    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      890    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:497(_ensure_array)
      889    0.004    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:464(maybe_promote)
      888    0.004    0.000    0.004    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      888    0.005    0.000    0.024    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5695(_maybe_cast_indexer)
      888    0.002    0.000    0.013    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:2130(is_floating)
      888    0.006    0.000    0.034    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:3317(get_loc)
      875    0.003    0.000    0.003    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/_config/config.py:579(_get_deprecated_option)
      871    0.003    0.000    0.003    0.000 {method 'flush' of 'zlib.Decompress' objects}
      871    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedReader' objects}
      871    0.002    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:79(__getattr__)
      871    0.012    0.000    0.021    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/response.py:414(_flush_decoder)
      871    0.004    0.000    0.006    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/urllib3/util/response.py:94(is_response_to_head)
      843    0.004    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:556(_get_axis)
      830    0.004    0.000    0.008    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/series.py:674(_values)
      830    0.003    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1674(internal_values)
      823    0.074    0.000    0.318    0.000 {built-in method builtins.sum}
      812    0.003    0.000    0.007    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:631(_info_axis)
      812    0.010    0.000    0.055    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:552(na_value_for_dtype)
      811    0.002    0.000    0.002    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:774(<lambda>)
      810    0.001    0.000    0.001    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/missing.py:102(clean_fill_method)
      810    0.003    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/missing.py:883(clean_reindex_fill_method)
      809    0.010    0.000    0.082    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6397(_maybe_cast_data_without_dtype)
      760    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      746    0.005    0.000    0.024    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1201(is_dtype)
      746    0.004    0.000    0.029    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:458(is_interval_dtype)
      742    0.003    0.000    0.003    0.000 {built-in method numpy.array}
      738    0.003    0.000    0.022    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/managers.py:884(__init__)
      735    0.006    0.000    0.009    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2010(extend_blocks)
      733    0.005    0.000    0.005    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:261(make_block_same_class)
      730    0.007    0.000    0.016    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:767(_engine)
      730    0.024    0.000    0.036    0.000 {pandas._libs.lib.infer_dtype}
      729    0.002    0.000    0.004    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/generic.py:550(_get_axis_name)
      729    0.004    0.000    0.041    0.000 /mnt/c/Users/Bryan/Twitch Data Mine/twitch_data_mine_env/lib/python3.8/site-packages/pandas/core/indexes/base.py:2382(inferred_type)
