Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language,Activation,Timestamp
AriGameplays,aXoZer,17.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
AriGameplays,auronplay,44.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
AriGameplays,biyin_,17.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
AriGameplays,elded,30.0,Directed,Minecraft,Call of Duty: Warzone,Spanish,Spanish,False,15
AriGameplays,ibai,25.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
AriGameplays,juansguarnizo,96.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
AriGameplays,natalan,21.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,AriGameplays,42.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
BarcaGamer,ElMariana,31.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,ElSpreen,20.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,MissaSinfonia,38.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,NimuVT,36.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,RobertoCein,41.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,Robleis,48.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,Rubius,30.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,TheGrefg,21.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
BarcaGamer,auronplay,34.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,elded,43.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
BarcaGamer,ibai,10.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,juansguarnizo,82.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,komanche,11.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
BarcaGamer,natalan,7.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElMariana,AriGameplays,37.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
ElMariana,NimuVT,8.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElMariana,Robleis,9.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElMariana,Rubius,14.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElMariana,auronplay,23.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElMariana,biyin_,20.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
ElMariana,elded,35.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
ElMariana,juansguarnizo,39.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElSpreen,Carreraaa,26.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,2
ElSpreen,MissaSinfonia,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,2
ElSpreen,NimuVT,33.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElSpreen,Robleis,39.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,2
ElSpreen,Rubius,31.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElSpreen,auronplay,22.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ElSpreen,juansguarnizo,45.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Jelty,Alliege,39.0,Directed,Fortnite,Fortnite,Spanish,Spanish,False,15
Jelty,AriGameplays,15.0,Directed,Fortnite,Minecraft,Spanish,Spanish,False,15
Jelty,Fortnite,22.0,Directed,Fortnite,Fortnite,Spanish,English,False,15
Jelty,LakshartNia,11.0,Directed,Fortnite,Minecraft,Spanish,Spanish,False,15
Jelty,NimuVT,25.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
Jelty,Robleis,44.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
Jelty,TheGrefg,33.0,Directed,Fortnite,Fortnite,Spanish,Spanish,False,15
Jelty,auronplay,36.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
Jelty,ibai,12.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
Jelty,juansguarnizo,44.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
Jelty,sujagg,18.0,Directed,Fortnite,Fortnite,Spanish,Spanish,False,15
LakshartNia,8cho,26.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,AgenteMaxo,28.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,AriGameplays,51.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
LakshartNia,Carola,16.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
LakshartNia,ElMariana,34.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,Gemita,20.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,IamCristinini,40.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
LakshartNia,Jelty,16.0,Directed,Minecraft,Fortnite,Spanish,Spanish,False,15
LakshartNia,Luzu,23.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
LakshartNia,NimuVT,42.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,RobertoCein,20.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,Robleis,21.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,Rubius,40.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,TheGrefg,21.0,Directed,Minecraft,Fortnite,Spanish,Spanish,False,15
LakshartNia,aXoZer,37.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
LakshartNia,aroyitt,22.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,auronplay,71.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,biyin_,37.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
LakshartNia,elded,22.0,Directed,Minecraft,Call of Duty: Warzone,Spanish,Spanish,False,15
LakshartNia,ibai,39.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,juansguarnizo,71.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,karchez,12.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
LakshartNia,komanche,17.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
LakshartNia,xXxTheFocuSxXx,55.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
NimuVT,AriGameplays,44.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
NimuVT,ElMariana,46.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,ElSpreen,33.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,Jelty,15.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
NimuVT,LakshartNia,23.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
NimuVT,MissaSinfonia,12.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,RobertoCein,27.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,Robleis,45.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,Rubius,43.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,TheGrefg,20.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
NimuVT,aXoZer,15.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
NimuVT,aroyitt,35.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,auronplay,35.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,biyin_,6.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
NimuVT,elded,24.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
NimuVT,ibai,31.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,juansguarnizo,50.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
NimuVT,xXxTheFocuSxXx,24.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish,False,15
PipePunk,8cho,12.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,AriGameplays,48.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
PipePunk,BarcaGamer,29.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,ElMariana,37.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,JaggerPrincesa,15.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,Jelty,11.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
PipePunk,LakshartNia,13.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
PipePunk,MissaSinfonia,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,Nephtunie,26.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
PipePunk,NimuVT,50.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,QuackityToo,16.0,Directed,Just Chatting,Just Chatting,Spanish,English,False,15
PipePunk,RobertoCein,33.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,Robleis,20.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,Rubius,20.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,Staryuuki,23.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,aXoZer,19.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
PipePunk,auronplay,14.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,biyin_,15.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
PipePunk,elded,34.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
PipePunk,juansguarnizo,44.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,komanche,21.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,natalan,24.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,xCry,12.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
PipePunk,xXxTheFocuSxXx,18.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish,False,15
RobertoCein,Alliege,24.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
RobertoCein,AriGameplays,48.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
RobertoCein,BarcaGamer,26.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,ElMariana,33.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,Fortnite,13.0,Directed,Just Chatting,Fortnite,Spanish,English,False,15
RobertoCein,Jelty,19.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
RobertoCein,LakshartNia,35.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
RobertoCein,MissaSinfonia,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,NimuVT,46.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,PipePunk,36.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,3
RobertoCein,Robleis,39.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,Rubius,28.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,TheGrefg,14.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
RobertoCein,aXoZer,14.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
RobertoCein,auronplay,52.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,elded,48.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
RobertoCein,juansguarnizo,69.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,komanche,20.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
RobertoCein,natalan,26.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,3
Robleis,8cho,10.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,3
Robleis,AriGameplays,28.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
Robleis,BENIJU03,26.0,Directed,Just Chatting,Clash Royale,Spanish,Spanish,True,3
Robleis,ElMariana,27.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,ElSpreen,51.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,LakshartNia,33.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
Robleis,NimuVT,25.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,Rubius,29.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,TheGrefg,19.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
Robleis,auronplay,50.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,biyin_,13.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
Robleis,elded,32.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
Robleis,ibai,22.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,juansguarnizo,47.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Robleis,xXxTheFocuSxXx,30.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish,False,15
Rubius,AriGameplays,48.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
Rubius,ElMariana,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,True,2
Rubius,ElSpreen,30.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Rubius,NimuVT,32.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Rubius,Robleis,36.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Rubius,aXoZer,26.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,True,2
Rubius,auronplay,86.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Rubius,biyin_,30.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,True,2
Rubius,ibai,48.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Rubius,juansguarnizo,60.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,8cho,13.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,NimuVT,44.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,Robleis,29.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,Rubius,26.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,TheGrefg,23.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
Staryuuki,auronplay,34.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,ibai,19.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Staryuuki,juansguarnizo,53.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
TheGrefg,Alliege,30.0,Directed,Fortnite,Fortnite,Spanish,Spanish,True,3
TheGrefg,AriGameplays,27.0,Directed,Fortnite,Minecraft,Spanish,Spanish,False,15
TheGrefg,BENIJU03,29.0,Directed,Fortnite,Clash Royale,Spanish,Spanish,False,15
TheGrefg,Fortnite,29.0,Directed,Fortnite,Fortnite,Spanish,English,True,3
TheGrefg,Jelty,39.0,Directed,Fortnite,Fortnite,Spanish,Spanish,False,15
TheGrefg,NimuVT,27.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
TheGrefg,Robleis,59.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
TheGrefg,SypherPK,16.0,Directed,Fortnite,Fortnite,Spanish,English,False,15
TheGrefg,ibai,39.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
TheGrefg,juansguarnizo,44.0,Directed,Fortnite,Just Chatting,Spanish,Spanish,False,15
aXoZer,8cho,15.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,AriGameplays,53.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
aXoZer,ElMariana,29.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,ElSpreen,18.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,LakshartNia,34.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
aXoZer,Luzu,22.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
aXoZer,NimuVT,45.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,Robleis,38.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,Rubius,57.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,TheGrefg,23.0,Directed,Minecraft,Fortnite,Spanish,Spanish,False,15
aXoZer,auronplay,95.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,biyin_,62.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
aXoZer,ibai,44.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,juansguarnizo,70.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
aXoZer,karchez,29.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,True,3
aXoZer,xXxTheFocuSxXx,48.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
biyin_,AriGameplays,85.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
biyin_,ElMariana,31.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,ElSpreen,15.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,LakshartNia,16.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
biyin_,NimuVT,29.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,Perxitaa,16.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
biyin_,Robleis,34.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,Rubius,37.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,TheGrefg,16.0,Directed,Minecraft,Fortnite,Spanish,Spanish,False,15
biyin_,aXoZer,55.0,Directed,Minecraft,Minecraft,Spanish,Spanish,False,15
biyin_,auronplay,98.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,ibai,35.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,juansguarnizo,72.0,Directed,Minecraft,Just Chatting,Spanish,Spanish,False,15
biyin_,karchez,14.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
biyin_,xXxTheFocuSxXx,39.0,Directed,Minecraft,Grand Theft Auto V,Spanish,Spanish,False,15
elded,Alexby11,4.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,3
elded,AriGameplays,44.0,Directed,Call of Duty: Warzone,Minecraft,Spanish,Spanish,False,15
elded,BarcaGamer,20.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,ElMariana,42.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,Jelty,23.0,Directed,Call of Duty: Warzone,Fortnite,Spanish,Spanish,False,15
elded,MissaSinfonia,16.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,NimuVT,49.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,PipePunk,20.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,RobertoCein,29.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,Robleis,47.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,Rubius,29.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,TheGrefg,38.0,Directed,Call of Duty: Warzone,Fortnite,Spanish,Spanish,False,15
elded,aXoZer,13.0,Directed,Call of Duty: Warzone,Minecraft,Spanish,Spanish,False,15
elded,auronplay,33.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,ibai,21.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,juansguarnizo,66.0,Directed,Call of Duty: Warzone,Just Chatting,Spanish,Spanish,False,15
elded,xXxTheFocuSxXx,17.0,Directed,Call of Duty: Warzone,Grand Theft Auto V,Spanish,Spanish,False,15
ibai,AriGameplays,35.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
ibai,ElMariana,38.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,ElSpreen,8.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,LakshartNia,6.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
ibai,NimuVT,24.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,Robleis,28.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,Rubius,39.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,TheGrefg,13.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
ibai,auronplay,100.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
ibai,biyin_,44.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
ibai,juansguarnizo,69.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,AriGameplays,61.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
juansguarnizo,ElMariana,30.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,ElSpreen,17.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,Jelty,11.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,2
juansguarnizo,LakshartNia,32.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
juansguarnizo,NimuVT,36.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,Robleis,27.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,Rubius,28.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,TheGrefg,32.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
juansguarnizo,auronplay,43.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
juansguarnizo,ibai,44.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,AriGameplays,34.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
natalan,BENIJU03,15.0,Directed,Just Chatting,Clash Royale,Spanish,Spanish,False,15
natalan,BarcaGamer,20.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,ElMariana,15.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,ElSpreen,12.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,Jelty,12.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
natalan,MissaSinfonia,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,NimuVT,47.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,PipePunk,13.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,RobertoCein,16.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,Robleis,7.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,Rubius,13.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,TheGrefg,11.0,Directed,Just Chatting,Fortnite,Spanish,Spanish,False,15
natalan,auronplay,19.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,elded,10.0,Directed,Just Chatting,Call of Duty: Warzone,Spanish,Spanish,False,15
natalan,ibai,8.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,juansguarnizo,24.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
natalan,komanche,12.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
Perxitaa,8cho,10.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,Alexby11,18.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,AriGameplays,20.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,Carola,4.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,IamCristinini,8.0,Directed,Grand Theft Auto V,Grand Theft Auto V,Spanish,Spanish,False,15
Perxitaa,LakshartNia,5.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,Luzu,21.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,MissaSinfonia,10.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,Reborn_Live,29.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,Robleis,9.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,Rubius,22.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,TheGrefg,7.0,Directed,Grand Theft Auto V,Fortnite,Spanish,Spanish,False,15
Perxitaa,aXoZer,17.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,auronplay,29.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,biyin_,19.0,Directed,Grand Theft Auto V,Minecraft,Spanish,Spanish,False,15
Perxitaa,ibai,9.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,juansguarnizo,24.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,karchez,29.0,Directed,Grand Theft Auto V,Grand Theft Auto V,Spanish,Spanish,False,15
Perxitaa,komanche,10.0,Directed,Grand Theft Auto V,Just Chatting,Spanish,Spanish,False,15
Perxitaa,xXxTheFocuSxXx,15.0,Directed,Grand Theft Auto V,Grand Theft Auto V,Spanish,Spanish,False,15
8cho,Alexby11,9.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish,False,15
8cho,AriGameplays,24.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
8cho,Carola,24.0,Directed,Just Chatting,Minecraft,Spanish,Spanish,False,15
8cho,D3stri,22.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish,False,15
