Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
kumikomii,nubulswamp,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
kumikomii,snow_hite,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
kumikomii,som0322,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
kumikomii,su_ning,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
kumikomii,wkgml,11.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,2chamcham2,8.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,9ambler,6.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,aba4647,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,agueppo,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,ao_o5,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,bbonge_,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,bgirl_0,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,cherrypach,12.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,chodan_,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,collet11,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,dkwl025,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,flowergam0326,9.0,Directed,Just Chatting,Music,Korean,Korean
95pingman,gongparipa,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,hongja1027,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,jdm2088,6.0,Directed,Just Chatting,Minecraft,Korean,Korean
95pingman,jinu6734,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,kimddolbok,6.0,Directed,Just Chatting,LOST ARK,Korean,Korean
95pingman,kimdduddi,8.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,kuiki771,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,kumikomii,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,lck_korea,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,leechunhyang,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,lol_woolf,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,mmange2,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,msmsms213,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,nanayango3o,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,rainblue37,9.0,Directed,Just Chatting,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
95pingman,rkdwl12,11.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,rlawnsvy7,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,rngudwnswkd,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,s1032204,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,sah_yang,5.0,Directed,Just Chatting,Apex Legends,Korean,Korean
95pingman,silphtv,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
95pingman,snow_hite,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,som0322,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
95pingman,wkgml,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,2chamcham2,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
ao_o5,agueppo,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,chaeriri,11.0,Directed,Just Chatting,Tom Clancy's Rainbow Six Siege,Korean,Korean
ao_o5,cherrypach,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,chodan_,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,faker,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
ao_o5,flowergam0326,9.0,Directed,Just Chatting,Music,Korean,Korean
ao_o5,kuiki771,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,kumikomii,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,lck_korea,6.0,Directed,Just Chatting,League of Legends,Korean,Korean
ao_o5,magenta62,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,qcnb123,6.0,Directed,Just Chatting,League of Legends,Korean,Korean
ao_o5,ronaronakr,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,s1032204,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,snow_hite,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,som0322,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
ao_o5,wkgml,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,2chamcham2,8.0,Directed,Just Chatting,League of Legends,Korean,Korean
cherrypach,95pingman,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,agueppo,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,ao_o5,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,bgirl_0,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,box930205,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,dkwl025,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,e_saem,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,esstree,7.0,Directed,Just Chatting,Minecraft,Korean,Korean
cherrypach,flowergam0326,7.0,Directed,Just Chatting,Music,Korean,Korean
cherrypach,gongparipa,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,hongja1027,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,jaewon4915,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,kuiki771,12.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,kumikomii,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,lck_korea,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
cherrypach,leechunhyang,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,lita282,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,ma_mwa,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,magenta62,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,msmsms213,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,nanayango3o,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,penyo_,6.0,Directed,Just Chatting,Just Chatting,Korean,Japanese
cherrypach,pjs9073,5.0,Directed,Just Chatting,LOST ARK,Korean,Korean
cherrypach,radiyu,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,rkdwl12,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,s1032204,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,sah_yang,5.0,Directed,Just Chatting,Apex Legends,Korean,Korean
cherrypach,silphtv,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
cherrypach,som0322,11.0,Directed,Just Chatting,Just Chatting,Korean,Korean
cherrypach,wkgml,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
esstree,95pingman,11.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,agueppo,8.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,cherrypach,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,flowergam0326,6.0,Directed,Minecraft,Music,Korean,Korean
esstree,h920103,5.0,Directed,Minecraft,LOST ARK,Korean,Korean
esstree,hongja1027,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,jdm2088,8.0,Directed,Minecraft,Minecraft,Korean,Korean
esstree,jungryeok,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,kimddolbok,10.0,Directed,Minecraft,LOST ARK,Korean,Korean
esstree,kuiki771,8.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,kumikomii,9.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,leechunhyang,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,lita282,6.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,magenta62,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,msmsms213,14.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,nubulswamp,10.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,obm1025,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,pianocatvr,5.0,Directed,Minecraft,VRChat,Korean,Korean
esstree,pjs9073,8.0,Directed,Minecraft,LOST ARK,Korean,Korean
esstree,rngudwnswkd,5.0,Directed,Minecraft,League of Legends,Korean,Korean
esstree,snow_hite,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,som0322,8.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,su_ning,6.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,wkgml,7.0,Directed,Minecraft,Just Chatting,Korean,Korean
esstree,zoodasa,5.0,Directed,Minecraft,Just Chatting,Korean,Korean
flowergam0326,agueppo,5.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,ao_o5,6.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,bighead033,5.0,Directed,Music,Escape From Tarkov,Korean,Korean
flowergam0326,chodan_,8.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,jdm2088,5.0,Directed,Music,Minecraft,Korean,Korean
flowergam0326,magenta62,5.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,nanayango3o,5.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,radiyu,5.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,rainblue37,7.0,Directed,Music,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
flowergam0326,rkdwl12,11.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,rulrudino,7.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,s1032204,5.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,sah_yang,9.0,Directed,Music,Apex Legends,Korean,Korean
flowergam0326,snow_hite,6.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,som0322,8.0,Directed,Music,Just Chatting,Korean,Korean
flowergam0326,wkgml,14.0,Directed,Music,Just Chatting,Korean,Korean
jungryeok,2chamcham2,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
jungryeok,95pingman,20.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,9ambler,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
jungryeok,agueppo,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,bbonge_,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,esstree,14.0,Directed,Just Chatting,Minecraft,Korean,Korean
jungryeok,gongparipa,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,h920103,6.0,Directed,Just Chatting,LOST ARK,Korean,Korean
jungryeok,jdm2088,25.0,Directed,Just Chatting,Minecraft,Korean,Korean
jungryeok,kimnamsoon,10.0,Directed,Just Chatting,League of Legends,Korean,Korean
jungryeok,kumikomii,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,lck_korea,6.0,Directed,Just Chatting,League of Legends,Korean,Korean
jungryeok,lita282,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,msmsms213,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,nubulswamp,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,pianocatvr,5.0,Directed,Just Chatting,VRChat,Korean,Korean
jungryeok,radiyu,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,sah_yang,6.0,Directed,Just Chatting,Apex Legends,Korean,Korean
jungryeok,su_ning,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,wkgml,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
jungryeok,woowakgood,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
kimddolbok,2chamcham2,11.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,95pingman,13.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,aba4647,5.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,agueppo,10.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,ao_o5,7.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,bgirl_0,5.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,box930205,6.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,cherrypach,7.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,chodan_,5.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,collet11,6.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,esstree,9.0,Directed,LOST ARK,Minecraft,Korean,Korean
kimddolbok,gongparipa,8.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,jdm2088,8.0,Directed,LOST ARK,Minecraft,Korean,Korean
kimddolbok,jinu6734,6.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,kimdduddi,11.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,kimnamsoon,6.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,kuiki771,13.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,kumikomii,20.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,lck_korea,5.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,leechunhyang,8.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,ma_mwa,6.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,msmsms213,9.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,nanayango3o,7.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,nubulswamp,8.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,obm1025,7.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,paka9999,5.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,rkdwl12,5.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,rngudwnswkd,5.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,sah_yang,7.0,Directed,LOST ARK,Apex Legends,Korean,Korean
kimddolbok,silphtv,6.0,Directed,LOST ARK,League of Legends,Korean,Korean
kimddolbok,snow_hite,7.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,som0322,8.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,wkgml,12.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,woohankyung,6.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimddolbok,woowakgood,5.0,Directed,LOST ARK,Just Chatting,Korean,Korean
kimnamsoon,2chamcham2,5.0,Directed,League of Legends,League of Legends,Korean,Korean
kimnamsoon,95pingman,23.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,agueppo,5.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,esstree,17.0,Directed,League of Legends,Minecraft,Korean,Korean
kimnamsoon,gongparipa,7.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,jdm2088,18.0,Directed,League of Legends,Minecraft,Korean,Korean
kimnamsoon,jungryeok,16.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,kimddolbok,6.0,Directed,League of Legends,LOST ARK,Korean,Korean
kimnamsoon,kuiki771,5.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,kumikomii,5.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,lck_korea,6.0,Directed,League of Legends,League of Legends,Korean,Korean
kimnamsoon,lita282,17.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,msmsms213,24.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,nubulswamp,18.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,pjs9073,5.0,Directed,League of Legends,LOST ARK,Korean,Korean
kimnamsoon,su_ning,16.0,Directed,League of Legends,Just Chatting,Korean,Korean
kimnamsoon,woowakgood,5.0,Directed,League of Legends,Just Chatting,Korean,Korean
lita282,2chamcham2,8.0,Directed,Just Chatting,League of Legends,Korean,Korean
lita282,95pingman,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,agueppo,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,ao_o5,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,cherrypach,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,dkwl025,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,esstree,15.0,Directed,Just Chatting,Minecraft,Korean,Korean
lita282,flowergam0326,5.0,Directed,Just Chatting,Music,Korean,Korean
lita282,jdm2088,17.0,Directed,Just Chatting,Minecraft,Korean,Korean
lita282,jungryeok,16.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,kimddolbok,6.0,Directed,Just Chatting,LOST ARK,Korean,Korean
lita282,kimnamsoon,10.0,Directed,Just Chatting,League of Legends,Korean,Korean
lita282,kuiki771,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,kumikomii,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,leechunhyang,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,ma_mwa,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,msmsms213,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,nubulswamp,15.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,radiyu,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,sah_yang,6.0,Directed,Just Chatting,Apex Legends,Korean,Korean
lita282,silphtv,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
lita282,som0322,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,su_ning,14.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,wkgml,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
lita282,woowakgood,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
mister903,box930205,5.0,Directed,Art,Just Chatting,Korean,Korean
mister903,jingburger,5.0,Directed,Art,Just Chatting,Korean,Korean
mister903,lilpaaaaaa,5.0,Directed,Art,Just Chatting,Korean,Korean
mister903,obm1025,6.0,Directed,Art,Just Chatting,Korean,Korean
mister903,woowakgood,8.0,Directed,Art,Just Chatting,Korean,Korean
msmsms213,2chamcham2,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
msmsms213,95pingman,11.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,ao_o5,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,bbonge_,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,box930205,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,cherrypach,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,flowergam0326,6.0,Directed,Just Chatting,Music,Korean,Korean
msmsms213,jdm2088,10.0,Directed,Just Chatting,Minecraft,Korean,Korean
msmsms213,kimddolbok,6.0,Directed,Just Chatting,LOST ARK,Korean,Korean
msmsms213,kuiki771,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,kumikomii,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,lck_korea,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
msmsms213,leechunhyang,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,ma_mwa,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,nanayango3o,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,sah_yang,6.0,Directed,Just Chatting,Apex Legends,Korean,Korean
msmsms213,silphtv,5.0,Directed,Just Chatting,League of Legends,Korean,Korean
msmsms213,snow_hite,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,som0322,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
msmsms213,wkgml,7.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,2chamcham2,8.0,Directed,Just Chatting,League of Legends,Korean,Korean
nubulswamp,95pingman,20.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,9ambler,9.0,Directed,Just Chatting,League of Legends,Korean,Korean
nubulswamp,agueppo,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,bbonge_,6.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,esstree,13.0,Directed,Just Chatting,Minecraft,Korean,Korean
nubulswamp,flowergam0326,5.0,Directed,Just Chatting,Music,Korean,Korean
nubulswamp,gongparipa,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,h920103,5.0,Directed,Just Chatting,LOST ARK,Korean,Korean
nubulswamp,jdm2088,19.0,Directed,Just Chatting,Minecraft,Korean,Korean
nubulswamp,jungryeok,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,kimddolbok,5.0,Directed,Just Chatting,LOST ARK,Korean,Korean
nubulswamp,kimnamsoon,10.0,Directed,Just Chatting,League of Legends,Korean,Korean
nubulswamp,kuiki771,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,kumikomii,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,leechunhyang,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,lita282,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,msmsms213,23.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,nanayango3o,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,pjs9073,8.0,Directed,Just Chatting,LOST ARK,Korean,Korean
nubulswamp,rkdwl12,8.0,Directed,Just Chatting,Just Chatting,Korean,Korean
nubulswamp,sah_yang,6.0,Directed,Just Chatting,Apex Legends,Korean,Korean
nubulswamp,silphtv,7.0,Directed,Just Chatting,League of Legends,Korean,Korean
